council_id,ons_code,slug,name,type,county,region,principal_authority,source
4919,E04013440,lacey-green-parish-council,Lacey Green Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
30467,E04012546,lach-dennis-and-lostock-green-parish-council,Lach Dennis and Lostock Green Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
30423,,lach-dennis-parish-council,Lach Dennis Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
4840,E04009333,lackford-parish-council,Lackford Parish Council,parish,Suffolk,East of England,West Suffolk,excel
5431,E04013039,lacock-parish-council,Lacock Parish Council,parish,Wiltshire,South West,Wiltshire,excel
36829,,ladbrook-parish-council,Ladbrook Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
4558,E04009152,lakenheath-parish-council,Lakenheath Parish Council,parish,Suffolk,East of England,West Suffolk,excel
30862,E04002622,lakes-parish-council,Lakes Parish Council,parish,Cumbria,North West,Westmorland & Furness,excel
4339,E04007869,lambley-parish-council,Lambley Parish Council,parish,Nottinghamshire,East Midlands,Gedling,excel
36976,E04001180,lambourn-parish-council,Lambourn Parish Council,parish,West Berkshire,South East,West Berkshire,excel
5111,,lamerton-parish,Lamerton Parish,parish,Devon,South West,South Hams & West Devon,excel
30959,,lamerton-parish-parish-council,Lamerton Parish Parish Council,parish,Devon,South West,South Hams & West Devon,excel
34201,,lamport-and-hanging-houghton-parish-council,Lamport and Hanging Houghton Parish Council,parish,Northamptonshire,East Midlands,West Northamptonshire,excel
37006,E04006674,lamport-parish-council,Lamport Parish Council,parish,West Northamptonshire,East Midlands,West Northamptonshire,excel
6158,E04008566,lamyatt-parish-meeting,Lamyatt Parish Meeting,parish_meeting,Somerset,South West,Somerset,excel
30613,E04010655,lanchester-parish-council,Lanchester Parish Council,parish,County Durham,North East,County Durham,excel
37122,E04009847,lancing-parish-council,Lancing Parish Council,parish,West Sussex,South East,Adur,excel
30156,E04001813,landbeach-parish-council,Landbeach Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
36039,E04003272,landcross-parish-council,Landcross Parish Council,parish,Torridge,South West,Torridge,excel
6311,E04012972,landkey-parish-council,Landkey Parish Council,parish,Devon,South West,North Devon,excel
3863,E04011455,landrake-with-st-erney-parish-council,Landrake with St Erney Parish Council,parish,Cornwall,South West,Cornwall,excel
30520,,landrake-with-st-erney-parish-council-1,Landrake with St. Erney Parish Council,parish,Cornwall,South West,Cornwall,excel
36041,,lands-common-to-axminster-and-kilmington-cps-parish-council,Lands Common To Axminster and Kilmington C.p.s Parish Council,parish,East Devon,South West,East Devon,excel
36043,E04007708,lands-common-to-fylingdales-and-hawsker-cum-stainsacre-parish-council,Lands Common To Fylingdales and Hawsker-cum-stainsacre Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
3864,E04011456,landulph-parish-council,Landulph Parish Council,parish,Cornwall,South West,Cornwall,excel
5528,E04001607,lane-end-parish-council,Lane End Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
34431,E04007818,laneham-parish-council,Laneham Parish Council,parish,Nottinghamshire,East Midlands,Bassetlaw,excel
6473,E04007987,langar-cum-barnstone-parish-council,Langar cum Barnstone Parish Council,parish,Nottinghamshire,East Midlands,Rushcliffe,excel
33735,E04007102,langcliffe-parish-council,Langcliffe Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
32538,E04004910,langdon-parish-council,Langdon Parish Council,parish,Kent,South East,Dover,excel
3744,E04008799,langford-budville-parish-council,Langford Budville Parish Council,parish,Somerset,South West,Somerset,excel
6167,E04009221,langham-parish-meeting,Langham Parish Meeting,parish_meeting,Suffolk,East of England,Babergh & Mid Suffolk,excel
6385,,langley,Langley,parish,Essex,East of England,Uttlesford,excel
6552,,langley-burrell-parish-council,Langley Burrell Parish Council,parish,Wiltshire,South West,Wiltshire,excel
36706,E04009750,langley-parish-council,Langley Parish Council,parish,Warwickshire,West Midlands,Stratford-on-Avon,excel
4962,E04006569,langley-with-hardley-parish-council,Langley with Hardley Parish Council,parish,Norfolk,East of England,South Norfolk & Broadland,excel
36559,E04010656,langleydale-and-shotton-parish-council,Langleydale and Shotton Parish Council,parish,County Durham,North East,County Durham,excel
3525,E04008721,langport-town-council,Langport Town Council,town,Somerset,South West,Somerset,excel
30005,E04000047,langsett-parish-council,Langsett Parish Council,parish,Barnsley,Yorkshire and the Humber,Barnsley,excel
5788,,langthorpe,Langthorpe,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33736,E04007373,langthorpe-parish-council,Langthorpe Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
5205,E04005921,langtoft-parish-council,Langtoft Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
36046,E04005675,langton-by-spilsby-parish-council,Langton by Spilsby Parish Council,parish,,North East,East Lindsey,excel
36047,E04005676,langton-by-wragby-parish-council,Langton by Wragby Parish Council,parish,,North East,East Lindsey,excel
31225,E04010495,langton-long-blandford-parish-council,Langton Long Blandford Parish Council,parish,Dorset,South West,Dorset,excel
31226,E04003476,langton-matravers-parish-council,Langton Matravers Parish Council,parish,Dorset,South West,Dorset,excel
6979,E04005674,langton-parish-meeting,Langton (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
3964,E04012451,langwith-parish-council,Langwith Parish Council,parish,Derbyshire,East Midlands,Bolsover,excel
5551,E04011458,lanhydrock-parish-council,Lanhydrock Parish Council,parish,Cornwall,South West,Cornwall,excel
3866,E04011459,lanivet-parish-council,Lanivet Parish Council,parish,Cornwall,South West,Cornwall,excel
3867,E04011460,lanlivery-parish-council,Lanlivery Parish Council,parish,Cornwall,South West,Cornwall,excel
3868,E04011461,lanner-parish-council,Lanner Parish Council,parish,Cornwall,South West,Cornwall,excel
3869,E04011462,lanreath-parish-council,Lanreath Parish Council,parish,Cornwall,South West,Cornwall,excel
4477,E04008972,lapley-stretton-and-wheaton-aston-parish-council,"Lapley, Stretton and Wheaton Aston Parish Council",parish,Staffordshire,West Midlands,Staffordshire,excel
36830,E04009829,lapworth-parish-council,Lapworth Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
6395,E04004512,lasham-parish-council,Lasham Parish Council,parish,Hampshire,South East,East Hampshire,excel
6130,E04007598,lastingham-parish-meeting,Lastingham (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
31768,E04004053,latchingdon-parish-council,Latchingdon Parish Council,parish,Essex,East of England,Maldon,excel
32669,E04005309,lathom-parish-council,Lathom Parish Council,parish,Lancashire,North West,West Lancashire,excel
32670,E04005320,lathom-south-parish-council,Lathom South Parish Council,parish,Lancashire,North West,West Lancashire,excel
30065,E04001574,latimer-and-ley-hill-parish-council,Latimer and Ley Hill Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
5529,,latimer-ley-hill-parish-council,Latimer & Ley Hill Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
5432,E04011751,latton-parish-council,Latton Parish Council,parish,Wiltshire,South West,Wiltshire,excel
34789,E04012114,laughton-en-le-morthen-parish-council,Laughton-en-le-Morthen Parish Council,parish,Rotherham,Yorkshire and the Humber,Rotherham,excel
4603,E04006011,laughton-parish-council,Laughton Parish Council,parish,East Sussex,South East,East Sussex,excel
5552,E04011465,launcells-parish-council,Launcells Parish Council,parish,Cornwall,South West,Cornwall,excel
3553,E04011466,launceston-town-council,Launceston Town Council,town,Cornwall,South West,Cornwall,excel
37079,E04009910,lavant-parish-council,Lavant Parish Council,parish,West Sussex,South East,Chichester,excel
36831,E04012187,lavendon-parish-council,Lavendon Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
5433,,laverstock-and-ford-parish-council,Laverstock and Ford Parish Council,parish,Wiltshire,South West,Wiltshire,excel
37167,E04012692,laverstock-parish-council,Laverstock Parish Council,parish,Wiltshire,South West,Wiltshire,excel
5145,,laverstoke-and-freefolk-parish-council,Laverstoke and Freefolk Parish Council,parish,Hampshire,South East,Basingstoke & Deane,excel
33967,E04007374,laverton-parish-council,Laverton Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
36832,E04004100,lawford-parish-council,Lawford Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
3871,,lawhitton-parish-council,Lawhitton Parish Council,parish,Cornwall,South West,Cornwall,excel
30521,E04011467,lawhitton-rural-parish-council,Lawhitton Rural Parish Council,parish,Cornwall,South West,Cornwall,excel
5894,E04009104,lawshall-parish-council,Lawshall Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
4533,E04009222,laxfield-parish-council,Laxfield Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
34432,E04007923,laxton-and-moorhouse-parish-council,Laxton and Moorhouse Parish Council,parish,Nottinghamshire,East Midlands,Newark and Sherwood,excel
6908,,laxton-moorhouse-parish-council,Laxton & Moorhouse Parish Council,parish,Nottinghamshire,East Midlands,Newark & Sherwood,excel
5895,E04009105,layham-parish-council,Layham Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
30865,E04002548,lazonby-parish-council,Lazonby Parish Council,parish,Cumbria,North West,Westmorland & Furness,excel
30424,E04011127,lea-by-backford-parish-council,Lea By Backford Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
30474,,lea-by-backford-parish-council-1,Lea-by-Backford Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
5434,,lea-garsdon-and-cleverton-parish-council,Lea Garsdon and Cleverton Parish Council,parish,Wiltshire,South West,Wiltshire,excel
36927,E04009645,lea-marston-parish-council,Lea Marston Parish Council,parish,Warwickshire,West Midlands,North Warwickshire,excel
32149,E04006012,lea-parish-council,Lea Parish Council,parish,Herefordshire,West Midlands,Herefordshire,excel
36049,E04007753,lead-parish-council,Lead Parish Council,parish,,East of England,North Yorkshire,excel
5965,,leaden-roding,Leaden Roding,parish,Essex,East of England,Uttlesford,excel
31737,E04004144,leaden-roding-parish-council,Leaden Roding Parish Council,parish,Essex,East of England,Uttlesford,excel
33030,E04005810,leadenham-parish-council,Leadenham Parish Council,parish,Lincolnshire,East Midlands,North Kesteven,excel
6667,E04007216,leake-parish-meeting,Leake (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
36833,,leamington-spa-parish-council,Leamington Spa Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
33031,E04005811,leasingham-parish-council,Leasingham Parish Council,parish,Lincolnshire,East Midlands,North Kesteven,excel
4497,E04009106,leavenheath-parish-council,Leavenheath Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
5789,,leavening,Leavening,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33737,E04007599,leavening-parish-council,Leavening Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
36834,E04004241,lechlade-parish-council,Lechlade Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
32717,E04005193,leck-parish-council,Leck Parish Council,parish,Lancashire,North West,Lancaster,excel
4920,E04001501,leckhampstead-parish-council,Leckhampstead Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
31958,E04012754,leckhampton-with-warden-hill-parish-council,Leckhampton with Warden Hill Parish Council,parish,Gloucestershire,South West,Cheltenham,excel
36835,,ledford-parish-council,Ledford Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
4724,,leebotwood-and-longnor-parish-council,Leebotwood and Longnor Parish Council,parish,Shropshire,West Midlands,Shropshire,excel
32586,E04004962,leeds-parish-council,Leeds Parish Council,parish,Kent,South East,Maidstone,excel
3583,E04009050,leek-town-council,Leek Town Council,town,Derbyshire,East Midlands,High Peak,excel
4901,,leek-town-council-1,Leek Town Council,town,Staffordshire,West Midlands,Staffordshire,excel
6967,,leekfrith-parish-council-1,Leekfrith Parish Council,parish,Staffordshire,West Midlands,Staffordshire,excel
32871,E04012265,leicester-forest-east-parish-council,Leicester Forest East Parish Council,parish,Leicestershire,East Midlands,Blaby,excel
36837,,leicester-parish-council,Leicester Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
35104,,leigh-on-mendip-parish-council-1,Leigh-on-mendip Parish Council,parish,Somerset,South West,Somerset,excel
4799,E04010317,leigh-parish-council,Leigh Parish Council,parish,Kent,South East,Tunbridge Wells,excel
6553,,leigh-parish-council-1,Leigh Parish Council,parish,Wiltshire,South West,Wiltshire,excel
30114,,leighton-bromswold-parish-council,Leighton Bromswold Parish Council,parish,Cambridgeshire,East of England,Huntingdonshire,excel
30244,E04011965,leighton-linslade-parish-council,Leighton-Linslade Parish Council,parish,Central Bedfordshire,East of England,Central Bedfordshire,excel
30303,,leighton-minshull-vernon-and-woolstanwood-parish-council,"Leighton, Minshull Vernon and Woolstanwood Parish Council",parish,Cheshire,North West,Cheshire East,excel
31227,E04001719,leighton-parish-council,Leighton Parish Council,parish,Dorset,South West,Dorset,excel
35219,E04009426,leiston-parish-council,Leiston Parish Council,parish,Suffolk,East of England,East Suffolk,excel
36839,,lengthorpe-parish-council,Lengthorpe Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
32587,E04004963,lenham-parish-council,Lenham Parish Council,parish,Kent,South East,Maidstone,excel
6727,,lenton-hanby-keisby-and-osgodby-parish-meeting,"Lenton, Hanby, Keisby and Osgodby Parish Meeting",parish_meeting,Lincolnshire,East Midlands,South Kesteven,excel
32426,,leonardslee-parish-council,Leonardslee Parish Council,parish,Kent,South East,Sevenoaks,excel
6071,E04011468,lesnewth-parish-meeting,Lesnewth Parish Meeting,parish_meeting,Cornwall,South West,Cornwall,excel
33443,E04006443,lessingham-parish-council,Lessingham Parish Council,parish,Norfolk,East of England,North Norfolk,excel
33263,,lessingham-with-eccles-parish-council,Lessingham with Eccles Parish Council,parish,Norfolk,East of England,North Norfolk,excel
36842,,letchworth-parish-council,Letchworth Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
34664,E04008224,letcombe-bassett-parish-meeting,Letcombe Bassett Parish Meeting,parish_meeting,Oxfordshire,South East,Vale of White Horse,excel
36841,,letcombe-parish-council,Letcombe Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
33264,E04006444,letheringsett-with-glandford-parish-council,Letheringsett with Glandford Parish Council,parish,Norfolk,East of England,North Norfolk,excel
30866,E04002624,levens-parish-council,Levens Parish Council,parish,Cumbria,North West,Westmorland & Furness,excel
30077,E04001659,leverington-parish-council,Leverington Parish Council,parish,Cambridgeshire,East of England,Fenland,excel
6668,E04007600,levisham-parish-meeting,Levisham (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
3872,E04011469,lewannick-parish-council,Lewannick Parish Council,parish,Cornwall,South West,Cornwall,excel
3589,E04003777,lewes-town-council,Lewes Town Council,town,East Sussex,South East,East Sussex,excel
3705,,lewes-town-council-1,Lewes Town Council,town,East Sussex,South East,Lewes & Eastbourne,excel
34596,E04008142,lewknor-parish-council,Lewknor Parish Council,parish,Oxfordshire,South East,South Oxfordshire,excel
6102,E04006136,lexham-parish-meeting,Lexham Parish Meeting,parish_meeting,Norfolk,East of England,Breckland,excel
4672,E04012345,leybourne-parish-council,Leybourne Parish Council,parish,Kent,South East,Tonbridge & Malling,excel
33970,E04007497,leyburn-parish-council,Leyburn Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4296,,leyburn-town,Leyburn Town,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33738,,leyburn-town-parish-council,Leyburn Town Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
32558,E04005058,leysdown-parish-council,Leysdown Parish Council,parish,Kent,South East,Swale,excel
3873,E04011470,lezant-parish-council,Lezant Parish Council,parish,Cornwall,South West,Cornwall,excel
33365,E04006327,leziate-parish-council,Leziate Parish Council,parish,Norfolk,East of England,West Norfolk,excel
3631,E04008932,lichfield-city-council,Lichfield City Council,city,Staffordshire,West Midlands,Staffordshire,excel
37250,E04010281,lickey-and-blackwell-parish-council,Lickey and Blackwell Parish Council,parish,Worcestershire,West Midlands,Bromsgrove,excel
5363,E04009334,lidgate-parish-council,Lidgate Parish Council,parish,Suffolk,East of England,West Suffolk,excel
30245,E04011966,lidlington-parish-council,Lidlington Parish Council,parish,Central Bedfordshire,East of England,Central Bedfordshire,excel
5112,E04003332,lifton-parish-council,Lifton Parish Council,parish,Devon,South West,South Hams & West Devon,excel
36560,,lighthorne-heath-parish-council,Lighthorne Heath Parish Council,parish,,West Midlands,,excel
34407,E04010821,lilburn-parish-council,Lilburn Parish Council,parish,Northumberland,North East,Northumberland,excel
5530,E04001502,lillingstone-dayrell-with-luffield-abbey-parish-council,Lillingstone Dayrell with Luffield Abbey Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
36053,,limington-parish-council,Limington Parish Council,parish,,Yorkshire and the Humber,,excel
5435,E04011755,limpley-stoke-parish-council,Limpley Stoke Parish Council,parish,Wiltshire,South West,Wiltshire,excel
30867,E04002444,lindal-and-marton-parish-council,Lindal and Marton Parish Council,parish,Cumbria,North West,Westmorland & Furness,excel
36055,,lindfi-parish-council,Lindfi Parish Council,parish,,South East,,excel
37066,E04009991,lindfield-parish-council,Lindfield Parish Council,parish,West Sussex,South East,Mid Sussex,excel
37123,E04009992,lindfield-rural-parish-council,Lindfield Rural Parish Council,parish,West Sussex,South East,Mid Sussex,excel
7044,E04007924,lindhurst-parish-meeting,Lindhurst Parish Meeting,parish_meeting,Nottinghamshire,East Midlands,Newark & Sherwood,excel
36056,E04007376,lindley-parish-council,Lindley Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
36057,E04007377,lindrick-with-studley-royal-and-fountains-parish-council,Lindrick with Studley Royal and Fountains Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
5966,,lindsell,Lindsell,parish,Essex,East of England,Uttlesford,excel
31738,E04004145,lindsell-parish-council,Lindsell Parish Council,parish,Essex,East of England,Uttlesford,excel
35318,E04009600,lingfield-parish-council,Lingfield Parish Council,parish,Surrey,South East,Tandridge,excel
33444,E04006235,lingwood-and-burlingham-parish-council,Lingwood and Burlingham Parish Council,parish,Norfolk,East of England,Broadland,excel
4178,,lingwood-burlingham-parish-council,Lingwood & Burlingham Parish Council,parish,Norfolk,East of England,South Norfolk & Broadland,excel
5231,E04004964,linton,Linton,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4297,E04007217,linton-on-ouse,Linton-on-Ouse,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33036,E04006014,linwood-parish-council,Linwood Parish Council,parish,Lincolnshire,East Midlands,West Lindsey,excel
3554,E04013443,liskeard-town-council,Liskeard Town Council,town,Cornwall,South West,Cornwall,excel
4654,E04004514,liss-parish-council,Liss Parish Council,parish,Hampshire,South East,East Hampshire,excel
31392,,listingham-parish-council,Listingham Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
4139,E04006137,litcham-parish-council,Litcham Parish Council,parish,Norfolk,East of England,Breckland,excel
34203,E04006837,litchborough-parish-council,Litchborough Parish Council,parish,Northamptonshire,East Midlands,West Northamptonshire,excel
6861,E04004460,litchfield-and-woodcott-parish-council,Litchfield and Woodcott Parish Council,parish,Hampshire,South East,Basingstoke & Deane,excel
30158,E04001816,little-abington-parish-council,Little Abington Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
6809,E04007218,little-ayton-parish-meeting,Little Ayton (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4629,,little-bardfield,Little Bardfield,parish,Essex,East of England,Uttlesford,excel
31739,E04004146,little-bardfield-parish-council,Little Bardfield Parish Council,parish,Essex,East of England,Uttlesford,excel
36561,E04011897,little-barford-parish-council,Little Barford Parish Council,parish,Bedford,East of England,Bedford,excel
35222,E04009431,little-bealings-parish-council,Little Bealings Parish Council,parish,Suffolk,East of England,East Suffolk,excel
6554,E04011756,little-bedwyn-parish-council,Little Bedwyn Parish Council,parish,Wiltshire,South West,Wiltshire,excel
32336,E04004740,little-berkhamsted-parish-council,Little Berkhamsted Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
32154,E04000805,little-birch-parish-council,Little Birch Parish Council,parish,Herefordshire,West Midlands,Herefordshire,excel
4534,E04009223,little-blakenham-parish-council,Little Blakenham Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
36059,,little-bollington-parish-council,Little Bollington Parish Council,parish,,North West,,excel
30304,E04013191,little-bollington-with-agden-community-council,Little Bollington with Agden Community Council,community,Cheshire,North West,Cheshire East,excel
6705,E04009335,little-bradley-parish-meeting,Little Bradley Parish Meeting,parish_meeting,Suffolk,East of England,West Suffolk,excel
31769,E04004054,little-braxted-parish-council,Little Braxted Parish Council,parish,Essex,East of England,Maldon,excel
30425,E04012548,little-budworth-parish-council,Little Budworth Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
6980,E04007219,little-busby-parish-meeting,Little Busby (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4630,E04004147,little-canfield,Little Canfield,parish,Essex,East of England,Uttlesford,excel
33038,E04005678,little-carlton-parish-council,Little Carlton Parish Council,parish,Lincolnshire,East Midlands,East Lindsey,excel
33039,E04005679,little-cawthorpe-parish-council,Little Cawthorpe Parish Council,parish,Lincolnshire,East Midlands,East Lindsey,excel
3790,E04001579,little-chalfont-parish-council,Little Chalfont Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
5648,,little-chart,Little Chart,parish,Kent,South East,Ashford,excel
32482,E04012787,little-chart-parish-council,Little Chart Parish Council,parish,Kent,South East,Ashford,excel
5967,,little-chesterford,Little Chesterford,parish,Essex,East of England,Uttlesford,excel
31741,E04013411,little-chesterford-parish-council,Little Chesterford Parish Council,parish,Essex,East of England,Uttlesford,excel
5436,E04011668,little-cheverell-parish-council,Little Cheverell Parish Council,parish,Wiltshire,South West,Wiltshire,excel
30750,E04002419,little-clifton-parish-council,Little Clifton Parish Council,parish,Cumbria,North West,Cumberland,excel
36708,E04009752,little-compton-parish-council,Little Compton Parish Council,parish,Warwickshire,West Midlands,Stratford-on-Avon,excel
4499,E04009108,little-cornard-parish-council,Little Cornard Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
34666,E04008226,little-coxwell-parish-council,Little Coxwell Parish Council,parish,Oxfordshire,South East,Vale of White Horse,excel
5687,,little-cressingham-and-threxton-parish-council,Little Cressingham and Threxton Parish Council,parish,Norfolk,East of England,Breckland,excel
36060,E04006138,little-cressingham-parish-council,Little Cressingham Parish Council,parish,,East of England,Breckland,excel
4140,E04006139,little-dunham-parish-council,Little Dunham Parish Council,parish,Norfolk,East of England,Breckland,excel
5968,,little-dunmow,Little Dunmow,parish,Essex,East of England,Uttlesford,excel
31742,E04010506,little-dunmow-parish-council,Little Dunmow Parish Council,parish,Essex,East of England,Uttlesford,excel
4631,,little-easton,Little Easton,parish,Essex,East of England,Uttlesford,excel
31743,E04012938,little-easton-parish-council,Little Easton Parish Council,parish,Essex,East of England,Uttlesford,excel
5688,E04006140,little-ellingham-parish-council,Little Ellingham Parish Council,parish,Norfolk,East of England,Breckland,excel
30159,E04001817,little-eversden-parish-council,Little Eversden Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
34731,E04008307,little-faringdon-parish-meeting,Little Faringdon Parish Meeting,parish_meeting,Oxfordshire,South East,West Oxfordshire,excel
6990,E04009224,little-finborough-parish-meeting,Little Finborough Parish Meeting,parish_meeting,Suffolk,East of England,Babergh & Mid Suffolk,excel
30115,E04001720,little-gidding-parish-council,Little Gidding Parish Council,parish,Cambridgeshire,East of England,Huntingdonshire,excel
30160,E04001818,little-gransden-parish-council,Little Gransden Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
32337,E04004741,little-hadham-parish-council,Little Hadham Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
33040,E04005812,little-hale-parish-council,Little Hale Parish Council,parish,Lincolnshire,East Midlands,North Kesteven,excel
4632,,little-hallingbury,Little Hallingbury,parish,Essex,East of England,Uttlesford,excel
31744,E04004151,little-hallingbury-parish-council,Little Hallingbury Parish Council,parish,Essex,East of England,Uttlesford,excel
32719,E04005295,little-hoole-parish-council,Little Hoole Parish Council,parish,Lancashire,North West,South Ribble,excel
4921,E04001504,little-horwood-parish-council,Little Horwood Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
34204,E04000048,little-houghton-parish-council,Little Houghton Parish Council,parish,Northamptonshire,East Midlands,West Northamptonshire,excel
36061,E04002779,little-hucklow-parish-council,Little Hucklow Parish Council,parish,Derbyshire Dales,East Midlands,Derbyshire Dales,excel
6669,E04007220,little-langton-parish-meeting,Little Langton (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
36562,E04012202,little-laver-parish-council,Little Laver Parish Council,parish,Epping Forest,East of England,Epping Forest,excel
36062,E04009680,little-lawford-parish-council,Little Lawford Parish Council,parish,Rugby,West Midlands,Rugby,excel
30426,E04012549,little-leigh-parish-council,Little Leigh Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
4870,E04002780,little-longstone-parish-meeting,Little Longstone (Parish Meeting),parish_meeting,Derbyshire,East Midlands,Derbyshire Dales,excel
36563,E04010319,little-malvern-parish-council,Little Malvern Parish Council,parish,,West Midlands,Malvern Hills,excel
3791,E04001608,little-marlow-parish-council,Little Marlow Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
33366,E04006328,little-massingham-parish-council,Little Massingham Parish Council,parish,Norfolk,East of England,West Norfolk,excel
4963,E04012776,little-melton-parish-council,Little Melton Parish Council,parish,Norfolk,East of England,South Norfolk & Broadland,excel
34597,E04008143,little-milton-parish-council,Little Milton Parish Council,parish,Oxfordshire,South East,South Oxfordshire,excel
5531,E04001575,little-missenden-parish-council,Little Missenden Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
36064,E04005264,little-mitton-parish-council,Little Mitton Parish Council,parish,Ribble Valley,North West,Ribble Valley,excel
32338,E04004742,little-munden-parish-council,Little Munden Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
4990,,little-ouseburn-kirby-hall-and-thorpe-underwoods,Little Ouseburn (Kirby Hall and Thorpe Underwoods),parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33971,E04007378,little-ouseburn-parish-council,Little Ouseburn Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
36564,E04009646,little-packington-parish-council,Little Packington Parish Council,parish,North Warwickshire,West Midlands,North Warwickshire,excel
30161,E04012032,little-paxton-parish-council,Little Paxton Parish Council,parish,Cambridgeshire,East of England,Huntingdonshire,excel
33041,E04005924,little-ponton-and-stroxton-parish-council,Little Ponton and Stroxton Parish Council,parish,Lincolnshire,East Midlands,South Kesteven,excel
33742,E04007379,little-ribston-parish-council,Little Ribston Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
31959,E04004242,little-rissington-parish-council,Little Rissington Parish Council,parish,Gloucestershire,South West,Cotswold,excel
30162,E04001819,little-shelford-parish-council,Little Shelford Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
33266,E04006446,little-snoring-parish-council,Little Snoring Parish Council,parish,Norfolk,East of England,North Norfolk,excel
5437,E04011757,little-somerford-parish-council,Little Somerford Parish Council,parish,Wiltshire,South West,Wiltshire,excel
