council_id,ons_code,slug,name,type,county,region,principal_authority,source
,E04013089,st-martin-by-looe-parish,St. Martin-by-Looe,parish,,,Cornwall,ons_only
,E04011362,st-martin-s-parish,St. Martin's,parish,,,Shropshire,ons_only
,E04012731,st-martin-s-parish-2,St Martin's,parish,,,Isles of Scilly,ons_only
,E04007521,st-martin-s-parish-3,St. Martin's,parish,,,North Yorkshire,ons_only
,E04001118,st-martin-s-without-parish,St. Martin's Without,parish,,,Peterborough,ons_only
,E04001138,st-mary-hoo-parish,St. Mary Hoo,parish,,,Medway,ons_only
,E04005032,st-mary-in-the-marsh-parish,St. Mary in the Marsh,parish,,,Folkestone and Hythe,ons_only
,E04012732,st-mary-s-parish,St Mary's,parish,,,Isles of Scilly,ons_only
,E04009520,st-mary-south-elmham-otherwise-homersfield-parish,"St. Mary, South Elmham otherwise Homersfield",parish,,,East Suffolk,ons_only
,E04011569,st-merryn-parish,St. Merryn,parish,,,Cornwall,ons_only
,E04011573,st-michael-s-mount-parish,St. Michael's Mount,parish,,,Cornwall,ons_only
,E04005086,st-nicholas-at-wade-parish,St. Nicholas at Wade,parish,,,Thanet,ons_only
,E04001234,st-nicholas-hurst-parish,"St. Nicholas, Hurst",parish,,,Wokingham,ons_only
,E04012802,st-osyth-parish,St Osyth,parish,,,Tendring,ons_only
,E04004795,st-paul-s-walden-parish,St Paul's Walden,parish,,,North Hertfordshire,ons_only
,E04010352,st-peter-the-great-county-parish,St. Peter the Great County,parish,,,Worcester,ons_only
,E04013093,st-thomas-the-apostle-rural-parish,St. Thomas the Apostle Rural,parish,,,Cornwall,ons_only
,E04011586,st-wenn-parish,St. Wenn,parish,,,Cornwall,ons_only
,E04011587,st-winnow-parish,St. Winnow,parish,,,Cornwall,ons_only
,E04007420,stainburn-parish,Stainburn,parish,,,North Yorkshire,ons_only
,E04005172,staining-parish,Staining,parish,,,Fylde,ons_only
,E04000262,stainton-and-thornton-parish,Stainton and Thornton,parish,,,Middlesbrough,ons_only
,E04003438,stalbridge-parish,Stalbridge,parish,,,Dorset,ons_only
,E04003927,stambourne-parish,Stambourne,parish,,,Braintree,ons_only
,E04013311,stamford-bridge-parish,Stamford Bridge,parish,,,East Riding of Yorkshire,ons_only
,E04008325,standlake-parish,Standlake,parish,,,West Oxfordshire,ons_only
,E04000872,stanford-bishop-parish,Stanford Bishop,parish,,,"Herefordshire, County of",ons_only
,E04001189,stanford-dingley-parish,Stanford Dingley,parish,,,West Berkshire,ons_only
,E04008242,stanford-in-the-vale-parish,Stanford in the Vale,parish,,,Vale of White Horse,ons_only
,E04008003,stanford-on-soar-parish,Stanford on Soar,parish,,,Rushcliffe,ons_only
,E04004030,stanford-rivers-parish,Stanford Rivers,parish,,,Epping Forest,ons_only
,E04002835,stanley-and-stanley-common-parish,Stanley and Stanley Common,parish,,,Erewash,ons_only
,E04002924,stanton-by-bridge-parish,Stanton by Bridge,parish,,,South Derbyshire,ons_only
,E04002836,stanton-by-dale-parish,Stanton by Dale,parish,,,Erewash,ons_only
,E04000991,stanton-drew-parish,Stanton Drew,parish,,,Bath and North East Somerset,ons_only
,E04001096,stanton-fitzwarren-parish,Stanton Fitzwarren,parish,,,Swindon,ons_only
,E04008004,stanton-on-the-wolds-parish,Stanton on the Wolds,parish,,,Rushcliffe,ons_only
,E04013387,stanton-st-gabriel-parish,Stanton St. Gabriel,parish,,,Dorset,ons_only
,E04008165,stanton-st-john-parish,Stanton St. John,parish,,,South Oxfordshire,ons_only
,E04011822,stanton-st-quintin-parish,Stanton St. Quintin,parish,,,Wiltshire,ons_only
,E04012342,stanwick-parish,Stanwick,parish,,,North Northamptonshire,ons_only
,E04007656,stape-parish,Stape,parish,,,North Yorkshire,ons_only
,E04008811,staple-fitzpaine-parish,Staple Fitzpaine,parish,,,Somerset,ons_only
,E04013347,staple-hill-and-mangotsfield-parish,Staple Hill and Mangotsfield,parish,,,South Gloucestershire,ons_only
,E04004922,staple-parish,Staple,parish,,,Dover,ons_only
,E04003230,starcross-parish,Starcross,parish,,,Teignbridge,ons_only
,E04006596,starston-parish,Starston,parish,,,South Norfolk,ons_only
,E04005535,stathern-parish,Stathern,parish,,,Melton,ons_only
,E04005564,staunton-harold-parish,Staunton Harold,parish,,,North West Leicestershire,ons_only
,E04000874,staunton-on-arrow-parish,Staunton on Arrow,parish,,,"Herefordshire, County of",ons_only
,E04000875,staunton-on-wye-parish,Staunton on Wye,parish,,,"Herefordshire, County of",ons_only
,E04004325,staunton-parish,Staunton,parish,,,Forest of Dean,ons_only
,E04007945,staunton-parish-2,Staunton,parish,,,Newark and Sherwood,ons_only
,E04007421,staveley-parish,Staveley,parish,,,North Yorkshire,ons_only
,E04002713,staveley-parish-2,Staveley,parish,,,Chesterfield,ons_only
,E04009929,stedham-with-iping-parish,Stedham with Iping,parish,,,Chichester,ons_only
,E04008083,steeple-aston-parish,Steeple Aston,parish,,,Cherwell,ons_only
,E04003928,steeple-bumpstead-parish,Steeple Bumpstead,parish,,,Braintree,ons_only
,E04001531,steeple-claydon-parish,Steeple Claydon,parish,,,Buckinghamshire,ons_only
,E04000163,steeton-with-eastburn-parish,Steeton with Eastburn,parish,,,Bradford,ons_only
,E04005037,stelling-minnis-parish,Stelling Minnis,parish,,,Folkestone and Hythe,ons_only
,E04012727,stenson-fields-parish,Stenson Fields,parish,,,South Derbyshire,ons_only
,E04009456,sternfield-parish,Sternfield,parish,,,East Suffolk,ons_only
,E04001642,stetchworth-parish,Stetchworth,parish,,,East Cambridgeshire,ons_only
,E04003351,sticklepath-parish,Sticklepath,parish,,,West Devon,ons_only
,E04006476,stiffkey-parish,Stiffkey,parish,,,North Norfolk,ons_only
,E04012073,stillington-and-whitton-parish,Stillington and Whitton,parish,,,Stockton-on-Tees,ons_only
,E04003597,stinsford-parish,Stinsford,parish,,,Dorset,ons_only
,E04000943,stirchley-and-brookside-parish,Stirchley and Brookside,parish,,,Telford and Wrekin,ons_only
,E04003929,stisted-parish,Stisted,parish,,,Braintree,ons_only
,E04010433,stock-and-bradley-parish,Stock and Bradley,parish,,,Wychavon,ons_only
,E04003974,stock-parish,Stock,parish,,,Chelmsford,ons_only
,E04002992,stockland-parish,Stockland,parish,,,East Devon,ons_only
,E04003049,stockleigh-english-parish,Stockleigh English,parish,,,Mid Devon,ons_only
,E04003050,stockleigh-pomeroy-parish,Stockleigh Pomeroy,parish,,,Mid Devon,ons_only
,E04000131,stocksbridge-parish,Stocksbridge,parish,,,Sheffield,ons_only
,E04000332,stockton-heath-parish,Stockton Heath,parish,,,Warrington,ons_only
,E04010343,stockton-on-teme-parish,Stockton on Teme,parish,,,Malvern Hills,ons_only
,E04000618,stockton-on-the-forest-parish,Stockton-on-the-Forest,parish,,,York,ons_only
,E04003598,stockwood-parish,Stockwood,parish,,,Dorset,ons_only
,E04006477,stody-parish,Stody,parish,,,North Norfolk,ons_only
,E04003599,stoke-abbott-parish,Stoke Abbott,parish,,,Dorset,ons_only
,E04006782,stoke-albany-parish,Stoke Albany,parish,,,North Northamptonshire,ons_only
,E04009250,stoke-ash-parish,Stoke Ash,parish,,,Mid Suffolk,ons_only
,E04010344,stoke-bliss-parish,Stoke Bliss,parish,,,Malvern Hills,ons_only
,E04009351,stoke-by-clare-parish,Stoke-by-Clare,parish,,,West Suffolk,ons_only
,E04002993,stoke-canon-parish,Stoke Canon,parish,,,East Devon,ons_only
,E04006748,stoke-doyle-parish,Stoke Doyle,parish,,,North Northamptonshire,ons_only
,E04000669,stoke-dry-parish,Stoke Dry,parish,,,Rutland,ons_only
,E04000876,stoke-edith-parish,Stoke Edith,parish,,,"Herefordshire, County of",ons_only
,E04003178,stoke-fleming-parish,Stoke Fleming,parish,,,South Hams,ons_only
,E04013348,stoke-gifford-parish,Stoke Gifford,parish,,,South Gloucestershire,ons_only
,E04005509,stoke-golding-parish,Stoke Golding,parish,,,Hinckley and Bosworth,ons_only
,E04001274,stoke-goldington-parish,Stoke Goldington,parish,,,Milton Keynes,ons_only
,E04001533,stoke-hammond-parish,Stoke Hammond,parish,,,Buckinghamshire,ons_only
,E04006598,stoke-holy-cross-parish,Stoke Holy Cross,parish,,,South Norfolk,ons_only
,E04012634,stoke-lodge-and-the-common-parish,Stoke Lodge and The Common,parish,,,South Gloucestershire,ons_only
,E04004423,stoke-orchard-parish,Stoke Orchard,parish,,,Tewkesbury,ons_only
,E04013349,stoke-park-and-cheswick-parish,Stoke Park and Cheswick,parish,,,South Gloucestershire,ons_only
,E04003119,stoke-rivers-parish,Stoke Rivers,parish,,,North Devon,ons_only
,E04008166,stoke-row-parish,Stoke Row,parish,,,South Oxfordshire,ons_only
,E04011367,stoke-st-milborough-parish,Stoke St. Milborough,parish,,,Shropshire,ons_only
,E04008758,stoke-sub-hamdon-parish,Stoke sub Hamdon,parish,,,Somerset,ons_only
,E04012448,stoke-trister-parish,Stoke Trister,parish,,,Somerset,ons_only
,E04003439,stoke-wake-parish,Stoke Wake,parish,,,Dorset,ons_only
,E04008587,ston-easton-parish,Ston Easton,parish,,,Somerset,ons_only
,E04003947,stondon-massey-parish,Stondon Massey,parish,,,Brentwood,ons_only
,E04007422,stonebeck-down-parish,Stonebeck Down,parish,,,North Yorkshire,ons_only
,E04009784,stoneton-parish,Stoneton,parish,,,Stratford-on-Avon,ons_only
,E04002810,stoney-middleton-parish,Stoney Middleton,parish,,,Derbyshire Dales,ons_only
,E04012192,stony-stratford-parish,Stony Stratford,parish,,,Milton Keynes,ons_only
,E04009978,storrington-and-sullington-parish,Storrington and Sullington,parish,,,Horsham,ons_only
,E04011369,stottesdon-parish,Stottesdon,parish,,,Shropshire,ons_only
,E04010434,stoulton-parish,Stoulton,parish,,,Wychavon,ons_only
,E04003441,stour-provost-parish,Stour Provost,parish,,,Dorset,ons_only
,E04010498,stourpaine-parish,Stourpaine,parish,,,Dorset,ons_only
,E04009785,stourton-parish,Stourton,parish,,,Stratford-on-Avon,ons_only
,E04006178,stow-bedon-and-breckles-parish,Stow Bedon and Breckles,parish,,,Breckland,ons_only
,E04004064,stow-maries-parish,Stow Maries,parish,,,Maldon,ons_only
,E04004273,stow-on-the-wold-parish,Stow-on-the-Wold,parish,,,Cotswold,ons_only
,E04006058,stow-parish,Stow,parish,,,West Lindsey,ons_only
,E04000992,stowey-sutton-parish,Stowey-Sutton,parish,,,Bath and North East Somerset,ons_only
,E04003352,stowford-parish-2,Stowford,parish,,,West Devon,ons_only
,E04005038,stowting-parish,Stowting,parish,,,Folkestone and Hythe,ons_only
,E04001190,stratfield-mortimer-parish,Stratfield Mortimer,parish,,,West Berkshire,ons_only
,E04004479,stratfield-saye-parish,Stratfield Saye,parish,,,Basingstoke and Deane,ons_only
,E04009457,stratford-st-andrew-parish,Stratford St. Andrew,parish,,,East Suffolk,ons_only
,E04009127,stratford-st-mary-parish,Stratford St. Mary,parish,,,Babergh,ons_only
,E04008085,stratton-audley-parish,Stratton Audley,parish,,,Cherwell,ons_only
,E04009458,stratton-hall-parish,Stratton Hall,parish,,,East Suffolk,ons_only
,E04008588,stratton-on-the-fosse-parish,Stratton on the Fosse,parish,,,Somerset,ons_only
,E04003600,stratton-parish,Stratton,parish,,,Dorset,ons_only
,E04006251,stratton-strawless-parish,Stratton Strawless,parish,,,Broadland,ons_only
,E04013321,streethay-parish,Streethay,parish,,,Lichfield,ons_only
,E04010463,strensall-with-towthorpe-parish,Strensall with Towthorpe,parish,,,York,ons_only
,E04001643,stretham-parish,Stretham,parish,,,East Cambridgeshire,ons_only
,E04000878,stretton-grandison-parish,Stretton Grandison,parish,,,"Herefordshire, County of",ons_only
,E04009690,stretton-on-dunsmore-parish,Stretton-on-Dunsmore,parish,,,Rugby,ons_only
,E04012879,stretton-sugwas-parish,Stretton Sugwas,parish,,,"Herefordshire, County of",ons_only
,E04009691,stretton-under-fosse-parish,Stretton under Fosse,parish,,,Rugby,ons_only
,E04002652,strickland-ketel-parish,Strickland Ketel,parish,,,Westmorland and Furness,ons_only
,E04002653,strickland-roger-parish,Strickland Roger,parish,,,Westmorland and Furness,ons_only
,E04008858,stringston-parish,Stringston,parish,,,Somerset,ons_only
,E04005734,strubby-with-woodthorpe-parish,Strubby with Woodthorpe,parish,,,East Lindsey,ons_only
,E04003930,sturmer-parish,Sturmer,parish,,,Braintree,ons_only
,E04003382,sturminster-marshall-parish,Sturminster Marshall,parish,,,Dorset,ons_only
,E04000208,sturton-grange-parish,Sturton Grange,parish,,,Leeds,ons_only
,E04010345,suckley-parish,Suckley,parish,,,Malvern Hills,ons_only
,E04009459,sudbourne-parish,Sudbourne,parish,,,East Suffolk,ons_only
,E04004424,sudeley-parish,Sudeley,parish,,,Tewkesbury,ons_only
,E04006478,suffield-parish,Suffield,parish,,,North Norfolk,ons_only
,E04001193,sulhamstead-parish,Sulhamstead,parish,,,West Berkshire,ons_only
,E04000310,summerhouse-parish,Summerhouse,parish,,,Darlington,ons_only
,E04005007,sundridge-with-ide-hill-parish,Sundridge with Ide Hill,parish,,,Sevenoaks,ons_only
,E04000482,sunk-island-parish,Sunk Island,parish,,,East Riding of Yorkshire,ons_only
,E04001223,sunninghill-and-ascot-parish,Sunninghill and Ascot,parish,,,Windsor and Maidenhead,ons_only
,E04012873,sunningwell-parish,Sunningwell,parish,,,Vale of White Horse,ons_only
,E04003293,sutcombe-parish,Sutcombe,parish,,,Torridge,ons_only
,E04012221,sutton-heath-parish,Sutton Heath,parish,,,East Suffolk,ons_only
,E04002926,sutton-on-the-hill-parish,Sutton on the Hill,parish,,,South Derbyshire,ons_only
,E04007947,sutton-on-trent-parish,Sutton-on-Trent,parish,,,Newark and Sherwood,ons_only
,E04003444,sutton-waldron-parish,Sutton Waldron,parish,,,Dorset,ons_only
,E04005735,swaby-parish,Swaby,parish,,,East Lindsey,ons_only
,E04001645,swaffham-bulbeck-parish,Swaffham Bulbeck,parish,,,East Cambridgeshire,ons_only
,E04001646,swaffham-prior-parish,Swaffham Prior,parish,,,East Cambridgeshire,ons_only
,E04006600,swainsthorpe-parish,Swainsthorpe,parish,,,South Norfolk,ons_only
,E04000993,swainswick-parish,Swainswick,parish,,,Bath and North East Somerset,ons_only
,E04008086,swalcliffe-parish,Swalcliffe,parish,,,Cherwell,ons_only
,E04001237,swallowfield-parish,Swallowfield,parish,,,Wokingham,ons_only
,E04000484,swanland-parish,Swanland,parish,,,East Riding of Yorkshire,ons_only
,E04006482,swanton-abbott-parish,Swanton Abbott,parish,,,North Norfolk,ons_only
,E04006483,swanton-novers-parish,Swanton Novers,parish,,,North Norfolk,ons_only
,E04002694,swanwick-parish,Swanwick,parish,,,Amber Valley,ons_only
,E04002927,swarkestone-parish,Swarkestone,parish,,,South Derbyshire,ons_only
,E04004586,sway-parish,Sway,parish,,,New Forest,ons_only
,E04009461,swefling-parish,Swefling,parish,,,East Suffolk,ons_only
,E04004274,swell-parish,Swell,parish,,,Cotswold,ons_only
,E04009462,swilland-parish,Swilland,parish,,,East Suffolk,ons_only
,E04012974,swimbridge-parish,Swimbridge,parish,,,North Devon,ons_only
,E04000485,swine-parish,Swine,parish,,,East Riding of Yorkshire,ons_only
,E04000486,swinefleet-parish,Swinefleet,parish,,,East Riding of Yorkshire,ons_only
,E04008937,swinfen-and-packington-parish,Swinfen and Packington,parish,,,Lichfield,ons_only
,E04005476,swinford-parish,Swinford,parish,,,Harborough,ons_only
,E04005039,swingfield-parish,Swingfield,parish,,,Folkestone and Hythe,ons_only
,E04006062,swinhope-parish,Swinhope,parish,,,West Lindsey,ons_only
,E04007425,swinton-with-warthermarske-parish,Swinton with Warthermarske,parish,,,North Yorkshire,ons_only
,E04003601,swyre-parish,Swyre,parish,,,Dorset,ons_only
,E04003602,sydling-st-nicholas-parish,Sydling St. Nicholas,parish,,,Dorset,ons_only
,E04007948,syerston-parish,Syerston,parish,,,Newark and Sherwood,ons_only
,E04013388,symondsbury-parish,Symondsbury,parish,,,Dorset,ons_only
,E04006859,syresham-parish,Syresham,parish,,,West Northamptonshire,ons_only
,E04008087,tadmarton-parish,Tadmarton,parish,,,Cherwell,ons_only
,E04005946,tallington-parish,Tallington,parish,,,South Kesteven,ons_only
,E04009933,tangmere-parish,Tangmere,parish,,,Chichester,ons_only
,E04002813,tansley-parish,Tansley,parish,,,Derbyshire Dales,ons_only
,E04003445,tarrant-crawford-parish,Tarrant Crawford,parish,,,Dorset,ons_only
,E04003446,tarrant-gunville-parish,Tarrant Gunville,parish,,,Dorset,ons_only
,E04003447,tarrant-hinton-parish,Tarrant Hinton,parish,,,Dorset,ons_only
,E04003449,tarrant-launceston-parish,Tarrant Launceston,parish,,,Dorset,ons_only
,E04006603,tasburgh-parish,Tasburgh,parish,,,South Norfolk,ons_only
,E04008901,tatenhill-parish,Tatenhill,parish,,,East Staffordshire,ons_only
,E04005206,tatham-parish,Tatham,parish,,,Lancaster,ons_only
,E04005738,tattershall-thorpe-parish,Tattershall Thorpe,parish,,,East Lindsey,ons_only
,E04008760,tatworth-and-forton-parish,Tatworth and Forton,parish,,,Somerset,ons_only
,E04003121,tawstock-parish,Tawstock,parish,,,North Devon,ons_only
,E04004327,taynton-parish,Taynton,parish,,,Forest of Dean,ons_only
,E04008332,taynton-parish-2,Taynton,parish,,,West Oxfordshire,ons_only
,E04006063,tealby-parish,Tealby,parish,,,West Lindsey,ons_only
,E04002575,tebay-parish,Tebay,parish,,,Westmorland and Furness,ons_only
,E04004425,teddington-parish,Teddington,parish,,,Tewkesbury,ons_only
,E04000882,tedstone-delamere-parish,Tedstone Delamere,parish,,,"Herefordshire, County of",ons_only
,E04000883,tedstone-wafer-parish,Tedstone Wafer,parish,,,"Herefordshire, County of",ons_only
,E04011835,teffont-parish,Teffont,parish,,,Wiltshire,ons_only
,E04000671,teigh-parish,Teigh,parish,,,Rutland,ons_only
,E04003234,teignmouth-parish,Teignmouth,parish,,,Teignbridge,ons_only
,E04005838,temple-bruer-with-temple-high-grange-parish,Temple Bruer with Temple High Grange,parish,,,North Kesteven,ons_only
,E04000953,temple-cloud-with-cameley-parish,Temple Cloud with Cameley,parish,,,Bath and North East Somerset,ons_only
,E04009791,temple-grafton-parish,Temple Grafton,parish,,,Stratford-on-Avon,ons_only
,E04004276,temple-guiting-parish,Temple Guiting,parish,,,Cotswold,ons_only
,E04011993,tempsford-parish,Tempsford,parish,,,Central Bedfordshire,ons_only
,E04010346,tenbury-parish,Tenbury,parish,,,Malvern Hills,ons_only
,E04004109,tendring-parish,Tendring,parish,,,Tendring,ons_only
,E04003931,terling-parish,Terling,parish,,,Braintree,ons_only
,E04006360,terrington-st-john-parish,Terrington St. John,parish,,,King's Lynn and West Norfolk,ons_only
,E04004973,teston-parish,Teston,parish,,,Maidstone,ons_only
,E04012389,tetbury-upton-parish,Tetbury Upton,parish,,,Cotswold,ons_only
,E04003294,tetcott-parish,Tetcott,parish,,,Torridge,ons_only
,E04005740,tetney-parish,Tetney,parish,,,East Lindsey,ons_only
,E04004752,tewin-parish,Tewin,parish,,,East Hertfordshire,ons_only
,E04005073,teynham-parish,Teynham,parish,,,Swale,ons_only
,E04009970,thakeham-parish,Thakeham,parish,,,Horsham,ons_only
,E04008171,thame-parish,Thame,parish,,,South Oxfordshire,ons_only
,E04004164,thaxted-parish,Thaxted,parish,,,Uttlesford,ons_only
,E04008677,the-charltons-parish,The Charltons,parish,,,Somerset,ons_only
,E04000944,the-gorge-parish,The Gorge,parish,,,Telford and Wrekin,ons_only
,E04012934,the-salings-parish,The Salings,parish,,,Braintree,ons_only
,E04007271,theakston-parish,Theakston,parish,,,North Yorkshire,ons_only
,E04001195,theale-parish,Theale,parish,,,West Berkshire,ons_only
,E04009463,theberton-parish,Theberton,parish,,,East Suffolk,ons_only
,E04006860,thenford-parish,Thenford,parish,,,West Northamptonshire,ons_only
,E04000672,thistleton-parish,Thistleton,parish,,,Rutland,ons_only
