council_id,slug,name,type,county,region,website_url,audit_status
36480,cold-brayfield-parish-council,Cold Brayfield Parish Council,parish,Milton Keynes,South East,,under_audit
,cold-hanworth-parish,Cold Hanworth,parish,,,,under_audit
34152,cold-higham-parish-council,Cold Higham Parish Council,parish,Northamptonshire,East Midlands,https://www.coldhigham-pc.gov.uk,verified
6639,cold-kirby-parish-meeting,Cold Kirby (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
32845,cold-newton-parish-council,Cold Newton Parish Council,parish,Leicestershire,East Midlands,,under_audit
31701,cold-norton-parish-council,Cold Norton Parish Council,parish,Essex,East of England,https://www.cold-norton.org.uk/,verified
4070,colden-common-parish-council,Colden Common Parish Council,parish,Hampshire,South East,https://www.coldencommon-pc.gov.uk,verified
30064,coldharbour-parish-council,Coldharbour Parish Council,parish,Buckinghamshire,South East,https://www.coldharbour-pc.gov.uk/,verified
,coldridge-parish,Coldridge,parish,,,https://coldridge-pc.gov.uk/,verified
,coldwaltham-parish,Coldwaltham,parish,,,https://coldwalthampc.org.uk/,verified
36481,colebatch-parish-council,Colebatch Parish Council,parish,,West Midlands,,under_audit
,colebrooke-parish,Colebrooke,parish,,,https://www.colebrooke-pc.gov.uk/,verified
,coleby-parish,Coleby,parish,,,https://www.colebyparishcouncil.gov.uk/,under_audit
4873,coleford-parish-council,Coleford Parish Council,parish,Somerset,South West,https://www.colefordpc.org.uk/council.php,verified
31833,coleford-town-council,Coleford Town Council,town,Gloucestershire,South West,https://www.colefordpc.org.uk/council.php,verified
31166,colehill-parish-council,Colehill Parish Council,parish,Dorset,South West,https://colehill.gov.uk/,verified
,colemore-and-priors-dean-parish,Colemore and Priors Dean,parish,,,,under_audit
,coleorton-parish,Coleorton,parish,,,https://www.coleorton-pc.gov.uk/,verified
,colerne-parish,Colerne,parish,,,https://www.colerne-pc.gov.uk/,verified
,colesbourne-parish,Colesbourne,parish,,,,under_audit
5518,coleshill-parish-council,Coleshill Parish Council,parish,Buckinghamshire,South East,,under_audit
37024,colgate-parish-council,Colgate Parish Council,parish,West Sussex,South East,https://www.colgatefaygate.com/,under_audit
,colkirk-parish,Colkirk,parish,,,https://www.colkirk-pc.gov.uk/,under_audit
32384,collier-street-parish-council,Collier Street Parish Council,parish,Kent,South East,https://www.collierstreetparishcouncil.gov.uk,under_audit_with_url
5400,collingbourne-ducis-parish-council,Collingbourne Ducis Parish Council,parish,Wiltshire,South West,https://www.collingbourne-ducis-pc.gov.uk,verified
,collingbourne-kingston-parish,Collingbourne Kingston,parish,,,,under_audit
6888,collingham-parish-council,Collingham Parish Council,parish,Nottinghamshire,East Midlands,https://collingham-pc.gov.uk/,verified
35703,collington-parish-council,Collington Parish Council,parish,"""Herefordshire",West Midlands,,under_audit
,collingtree-parish,Collingtree,parish,,,https://collingtreeparishcouncil.gov.uk/,verified
,collyweston-parish,Collyweston,parish,,,,under_audit
30020,colmworth-parish-council,Colmworth Parish Council,parish,Bedford,East of England,https://colmworth-pc.gov.uk/,verified
,coln-st-aldwyns-parish,Coln St. Aldwyns,parish,,,,under_audit
,coln-st-dennis-parish,Coln St. Dennis,parish,,,,under_audit
,colnbrook-with-poyle-parish,Colnbrook with Poyle,parish,,,,under_audit
,colne-engaine-parish,Colne Engaine,parish,,,https://colne-engaine.org.uk/,verified
30095,colne-parish-council,Colne Parish Council,parish,Cambridgeshire,East of England,https://www.colneparishcouncil.gov.uk,verified
32370,colney-heath-parish-council,Colney Heath Parish Council,parish,Hertfordshire,East of England,,under_audit
6112,colney-parish-meeting,Colney Parish Meeting,parish_meeting,Norfolk,East of England,,under_audit
,colsterdale-parish,Colsterdale,parish,,,,under_audit
5664,colsterworth-and-district-parish-council,Colsterworth and District Parish Council,parish,Lincolnshire,East Midlands,,under_audit
,colsterworth-parish,Colsterworth,parish,,,,under_audit
,colston-bassett-parish,Colston Bassett,parish,,,,under_audit
4166,coltishall-parish-council,Coltishall Parish Council,parish,Norfolk,East of England,https://www.coltishall-pc.gov.uk,verified
5037,colton-parish-council,Colton Parish Council,parish,Staffordshire,West Midlands,https://www.coltonparishcouncil.gov.uk/,verified
32112,colwall-parish-council,Colwall Parish Council,parish,Herefordshire,West Midlands,https://colwall-pc.gov.uk/,verified
4470,colwich-parish-council,Colwich Parish Council,parish,Staffordshire,West Midlands,https://www.colwichparishcouncil.gov.uk/,verified
4338,colwick-parish-council,Colwick Parish Council,parish,Nottinghamshire,East Midlands,https://www.colwickparishcouncil.gov.uk,verified
,colyford-parish,Colyford,parish,,,https://colyford-pc.gov.uk/,verified
,colyton-parish,Colyton,parish,,,https://colytonparishcouncil.co.uk/,verified
,combe-fields-parish,Combe Fields,parish,,,,under_audit
4412,combe-florey-parish-council,Combe Florey Parish Council,parish,Somerset,South West,https://www.combefloreyparishcouncil.org/,verified
,combe-hay-parish,Combe Hay,parish,,,,under_audit
6846,combe-martin-parish-council,Combe Martin Parish Council,parish,Devon,South West,,under_audit
,combe-parish-2,Combe,parish,,,,under_audit
,combe-raleigh-parish,Combe Raleigh,parish,,,,under_audit
3650,combe-st-nicholas-parish-council,Combe St Nicholas Parish Council,parish,Somerset,South West,https://combestnicholas.org.uk/,verified
30402,comberbach-parish-council,Comberbach Parish Council,parish,Cheshire West and Chester,North West,https://comberbach-pc.gov.uk/,verified
,comberton-parish,Comberton,parish,,,https://comberton-pc.gov.uk/,verified
,combpyne-rousdon-parish,Combpyne Rousdon,parish,,,,under_audit
,combrook-parish,Combrook,parish,,,,under_audit
4817,combs-parish-council,Combs Parish Council,parish,Suffolk,East of England,https://www.combsparishcouncil.gov.uk,under_audit_with_url
,commondale-parish,Commondale,parish,,,,under_audit
,compton-abbas-parish,Compton Abbas,parish,,,,under_audit
,compton-abdale-parish,Compton Abdale,parish,,,,under_audit
4660,compton-and-shawford-parish-council,Compton and Shawford Parish Council,parish,Hampshire,South East,https://comptonshawford-pc.gov.uk/,verified
5401,compton-bassett-parish-council,Compton Bassett Parish Council,parish,Wiltshire,South West,https://www.comptonbassettparishcouncil.gov.uk/,verified
34645,compton-beauchamp-parish-meeting,Compton Beauchamp Parish Meeting,parish_meeting,Oxfordshire,South East,,under_audit
4747,compton-bishop-parish-council,Compton Bishop Parish Council,parish,Somerset,South West,https://www.comptonbishopparish.org.uk/,verified
6782,compton-chamberlayne-parish-meeting,Compton Chamberlayne Parish Meeting,parish_meeting,Wiltshire,South West,,under_audit
,compton-dando-parish,Compton Dando,parish,,,,under_audit
3737,compton-dundon-parish-council,Compton Dundon Parish Council,parish,Somerset,South West,http://comptondundon-pc.gov.uk/wp/,verified
,compton-martin-parish,Compton Martin,parish,,,https://comptonmartinparishcouncil.gov.uk/,under_audit
36962,compton-parish-council,Compton Parish Council,parish,West Berkshire,South East,https://www.comptonparishcouncil.gov.uk,verified
6756,compton-pauncefoot-parish-meeting,Compton Pauncefoot Parish Meeting,parish_meeting,Somerset,South West,,under_audit
31168,compton-valence-parish-council,Compton Valence Parish Council,parish,Dorset,South West,,under_audit
36686,compton-verney-parish-meeting,Compton Verney Parish Meeting,parish_meeting,Warwickshire,West Midlands,,under_audit
,compton-wynyates-parish,Compton Wynyates,parish,,,,under_audit
36482,conderton-parish-council,Conderton Parish Council,parish,Wychavon,West Midlands,,under_audit
,condicote-parish,Condicote,parish,,,,under_audit
6026,condover-parish-council,Condover Parish Council,parish,Shropshire,West Midlands,https://condoverpc.org.uk/,verified
4828,coney-weston-parish-council,Coney Weston Parish Council,parish,Suffolk,East of England,https://www.coneywestonparishcouncil.gov.uk,verified
6806,coneysthorpe-parish-meeting,Coneysthorpe (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
,coneythorpe-and-clareton-parish,Coneythorpe and Clareton,parish,,,,under_audit
33339,congham-parish-council,Congham Parish Council,parish,Norfolk,East of England,https://congham-pc.gov.uk/,verified
30279,congleton-town-council,Congleton Town Council,town,Cheshire,North West,https://www.congleton-tc.gov.uk,verified
34880,congresbury-parish-council,Congresbury Parish Council,parish,Somerset,South West,https://www.congresbury-pc.gov.uk/,verified
,coningsby-parish,Coningsby,parish,,,,under_audit
30096,conington-parish-council,Conington Parish Council,parish,Cambridgeshire,East of England,https://coningtonparishcouncil.gov.uk/,under_audit_with_url
6951,conisbrough-parks-parish-council,Conisbrough Parks Parish Council,parish,South Yorkshire,Yorkshire and the Humber,,under_audit
35707,conisholme-parish-council,Conisholme Parish Council,parish,East Lindsey,East Midlands,,under_audit
31450,coniston-and-thirtleby-parish-council,Coniston And Thirtleby Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
33606,coniston-cold-parish-council,Coniston Cold Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
31339,coniston-parish-council,Coniston Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://www.conistonparishcouncil.gov.uk/,verified
6640,conistone-with-kilnsey-parish-meeting,Conistone with Kilnsey (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
6008,cononley,Cononley,parish,North Yorkshire,Yorkshire and the Humber,https://www.cononleypc.org.uk/,verified
4584,consall-parish-council,Consall Parish Council,parish,Derbyshire,East Midlands,http://www.consallparishcouncil.btck.co.uk/,under_audit_with_url
4261,constable-burton-and-finghall,Constable Burton and Finghall,parish,North Yorkshire,Yorkshire and the Humber,https://www.constableburtonfinghall-pc.gov.uk,verified
33937,constable-burton-parish-council,Constable Burton Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
3838,constantine-parish-council,Constantine Parish Council,parish,Cornwall,South West,https://constantine-pc.gov.uk/,verified
,cookbury-parish,Cookbury,parish,,,,under_audit
37175,cookham-parish-council,Cookham Parish Council,parish,Windsor and Maidenhead,South East,https://cookham-pc.gov.uk/,verified
,cookhill-parish,Cookhill,parish,,,https://cookhillparishcouncil.gov.uk/,verified
35708,cookley-parish-council,Cookley Parish Council,parish,,West Midlands,,under_audit
,coole-pilate-parish,Coole Pilate,parish,,,,under_audit
,cooling-parish,Cooling,parish,,,,under_audit
6531,coombe-bissett-and-homington-parish-council,Coombe Bissett and Homington Parish Council,parish,Wiltshire,South West,,under_audit
37163,coombe-bissett-parish-council,Coombe Bissett Parish Council,parish,Wiltshire,South West,,under_audit
,coombe-keynes-parish,Coombe Keynes,parish,,,,under_audit
36483,coombes-parish-council,Coombes Parish Council,parish,Adur,South East,,under_audit
5889,copdock-and-washbrook-parish-council,Copdock and Washbrook Parish Council,parish,Suffolk,East of England,https://copdockandwashbrook.org/,under_audit
,copford-parish,Copford,parish,,,,under_audit
,copgrove-parish,Copgrove,parish,,,,under_audit
30021,cople-parish-council,Cople Parish Council,parish,Bedford,East of England,https://cople-pc.gov.uk/,verified
,copmanthorpe-parish,Copmanthorpe,parish,,,https://copmanthorpe-pc.gov.uk/,verified
35158,coppenhall-parish-council,Coppenhall Parish Council,parish,Staffordshire,West Midlands,,under_audit
30097,coppingford-parish-council,Coppingford Parish Council,parish,Cambridgeshire,East of England,https://www.coppingfordpc.org.uk,under_audit_with_url
,copplestone-parish,Copplestone,parish,,,https://copplestoneparishcouncil.gov.uk/,verified
32697,coppull-parish-council,Coppull Parish Council,parish,Lancashire,North West,,under_audit
,copston-magna-parish,Copston Magna,parish,,,,under_audit
33939,copt-hewick-parish-council,Copt Hewick Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
32017,copythorne-parish-council,Copythorne Parish Council,parish,Hampshire,South East,https://www.copythorne-pc.gov.uk/,verified
34292,corbridge-parish-council,Corbridge Parish Council,parish,Northumberland,North East,https://corbridge-pc.gov.uk/,verified
5989,corby-glen-parish-council,Corby Glen Parish Council,parish,Lincolnshire,East Midlands,https://corbyglen.com/,under_audit
34048,corby-town-council,Corby Town Council,town,Northamptonshire,East Midlands,https://www.corbytowncouncil.gov.uk,verified
,coreley-parish,Coreley,parish,,,https://coreley.org.uk/community/coreley-parish-council-18563/home/,verified
,corfe-castle-parish,Corfe Castle,parish,,,https://www.corfecastleparishcouncil.gov.uk/,under_audit
31171,corfe-mullen-parish-council,Corfe Mullen Parish Council,parish,Dorset,South West,,under_audit
5022,corfe-parish-council,Corfe Parish Council,parish,Somerset,South West,https://www.corfevillagesomerset.org.uk/,verified
,corhampton-and-meonstoke-parish,Corhampton and Meonstoke,parish,,,,under_audit
,corley-parish,Corley,parish,,,https://corleyparishcouncil.gov.uk/,verified
34707,cornbury-and-wychwood-parish-meeting,Cornbury and Wychwood Parish Meeting,parish_meeting,Oxfordshire,South East,,under_audit
,cornforth-parish,Cornforth,parish,,,,under_audit
,cornhill-on-tweed-parish,Cornhill-on-Tweed,parish,,,,under_audit
,cornsay-parish,Cornsay,parish,,,https://www.cornsaypc.org.uk/,verified
34708,cornwell-parish-meeting,Cornwell Parish Meeting,parish_meeting,Oxfordshire,South East,https://cornwell.org.uk/,verified
5082,cornwood-parish-council,Cornwood Parish Council,parish,Devon,South West,https://www.cornwoodparishcouncil.gov.uk,verified
5083,cornworthy-parish-council,Cornworthy Parish Council,parish,Devon,South West,https://www.cornworthyparishcouncil.gov.uk,verified
,corpusty-and-saxthorpe-parish,Corpusty and Saxthorpe,parish,,,,under_audit
33232,corpusty-with-saxthorpe-parish-council,Corpusty with Saxthorpe Parish Council,parish,Norfolk,East of England,https://www.gov.uk/,verified
,corringham-parish,Corringham,parish,,,,under_audit
,corscombe-parish,Corscombe,parish,,,https://corscombe.org.uk/,verified
,corse-parish,Corse,parish,,,https://www.corse-pc.gov.uk/,verified
34294,corsenside-parish-council,Corsenside Parish Council,parish,Northumberland,North East,https://www.corsenside-pc.gov.uk/,under_audit
3722,corsham-town-council,Corsham Town Council,town,Wiltshire,South West,http://www.corsham.gov.uk,verified
6532,corsley-parish-council,Corsley Parish Council,parish,Wiltshire,South West,,under_audit
,corston-parish,Corston,parish,,,https://corstonparishcouncil.gov.uk/,verified
,corton-denham-parish,Corton Denham,parish,,,,under_audit
