PAR25CD,PAR25NM,PAR25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E04006512,Barford,,E07000149,South Norfolk,,8253
E04006446,Little Snoring,,E07000147,North Norfolk,,8254
E04007808,Fledborough,,E07000171,Bassetlaw,,8255
E04007867,Calverton,,E07000173,Gedling,,8256
E04006566,Kirby Bedon,,E07000149,South Norfolk,,8257
E04006513,Barnham Broom,,E07000149,South Norfolk,,8258
E04006447,Ludham,,E07000147,North Norfolk,,8259
E04007809,Gamston,,E07000171,Bassetlaw,,8260
E04007868,Colwick,,E07000173,Gedling,,8261
E04006567,Kirby Cane,,E07000149,South Norfolk,,8262
E04007869,Lambley,,E07000173,Gedling,,8263
E04006515,Bedingham,,E07000149,South Norfolk,,8264
E04007870,Linby,,E07000173,Gedling,,8265
E04007810,Gringley on the Hill,,E07000171,Bassetlaw,,8266
E04007871,Newstead,,E07000173,Gedling,,8267
E04006516,Bergh Apton,,E07000149,South Norfolk,,8268
E04006568,Kirstead,,E07000149,South Norfolk,,8269
E04006448,Matlask,,E07000147,North Norfolk,,8270
E04007811,Grove,,E07000171,Bassetlaw,,8271
E04006569,Langley with Hardley,,E07000149,South Norfolk,,8272
E04006518,Bracon Ash,,E07000149,South Norfolk,,8273
E04006449,Melton Constable,,E07000147,North Norfolk,,8274
E04007872,Papplewick,,E07000173,Gedling,,8275
E04007812,Harworth Bircotes,,E07000171,Bassetlaw,,8276
E04006571,Loddon,,E07000149,South Norfolk,,8277
E04006519,Bramerton,,E07000149,South Norfolk,,8278
E04006450,Morston,,E07000147,North Norfolk,,8279
E04007873,Ravenshead,,E07000173,Gedling,,8280
E04007813,Haughton,,E07000171,Bassetlaw,,8281
E04006572,Long Stratton,,E07000149,South Norfolk,,8282
E04006520,Bressingham,,E07000149,South Norfolk,,8283
E04006451,Mundesley,,E07000147,North Norfolk,,8284
E04007874,Stoke Bardolph,,E07000173,Gedling,,8285
E04007814,Hayton,,E07000171,Bassetlaw,,8286
E04006573,Marlingford and Colton,,E07000149,South Norfolk,,8287
E04006521,Brockdish,,E07000149,South Norfolk,,8288
E04006452,Neatishead,,E07000147,North Norfolk,,8289
E04007875,Woodborough,,E07000173,Gedling,,8290
E04007815,Headon cum Upton,,E07000171,Bassetlaw,,8291
E04006574,Morley,,E07000149,South Norfolk,,8292
E04006522,Brooke,,E07000149,South Norfolk,,8293
E04006453,Northrepps,,E07000147,North Norfolk,,8294
E04012751,Bestwood Village,,E07000173,Gedling,,8295
E04007816,Hodsock,,E07000171,Bassetlaw,,8296
E04006575,Morningthorpe and Fritton,,E07000149,South Norfolk,,8297
E04006523,Broome,,E07000149,South Norfolk,,8298
E04006454,North Walsham,,E07000147,North Norfolk,,8299
E04012752,St. Albans,,E07000173,Gedling,,8300
E04007818,Laneham,,E07000171,Bassetlaw,,8301
E04006576,Mulbarton,,E07000149,South Norfolk,,8302
E04006524,Bunwell,,E07000149,South Norfolk,,8303
E04006455,Overstrand,,E07000147,North Norfolk,,8304
E04007876,Warsop,,E07000174,Mansfield,,8305
E04007819,Lound,,E07000171,Bassetlaw,,8306
E04006577,Mundham,,E07000149,South Norfolk,,8307
E04006525,Burgh St. Peter,,E07000149,South Norfolk,,8308
E04006456,Paston,,E07000147,North Norfolk,,8309
E04007877,Alverton,,E07000175,Newark and Sherwood,,8310
E04007820,Marnham,,E07000171,Bassetlaw,,8311
E04006578,Needham,,E07000149,South Norfolk,,8312
E04006526,Burston and Shimpling,,E07000149,South Norfolk,,8313
E04006457,Plumstead,,E07000147,North Norfolk,,8314
E04007878,Averham,,E07000175,Newark and Sherwood,,8315
E04007821,Mattersey,,E07000171,Bassetlaw,,8316
E04006579,Newton Flotman,,E07000149,South Norfolk,,8317
E04006528,Carleton Rode,,E07000149,South Norfolk,,8318
E04006458,Potter Heigham,,E07000147,North Norfolk,,8319
E04007880,Barnby in the Willows,,E07000175,Newark and Sherwood,,8320
E04007822,Misson,,E07000171,Bassetlaw,,8321
E04006580,Norton Subcourse,,E07000149,South Norfolk,,8322
E04006529,Carleton St. Peter,,E07000149,South Norfolk,,8323
E04006459,Pudding Norton,,E07000147,North Norfolk,,8324
E04007881,Bathley,,E07000175,Newark and Sherwood,,8325
E04007823,Misterton,,E07000171,Bassetlaw,,8326
E04006582,Pulham Market,,E07000149,South Norfolk,,8327
E04006530,Chedgrave,,E07000149,South Norfolk,,8328
E04006460,Raynham,,E07000147,North Norfolk,,8329
E04006461,Roughton,,E07000147,North Norfolk,,8330
E04006462,Runton,,E07000147,North Norfolk,,8331
E04006463,Ryburgh,,E07000147,North Norfolk,,8332
E04006464,Salthouse,,E07000147,North Norfolk,,8333
E04006465,Scottow,,E07000147,North Norfolk,,8334
E04006466,Sculthorpe,,E07000147,North Norfolk,,8335
E04006467,Sea Palling,,E07000147,North Norfolk,,8336
E04006468,Sheringham,,E07000147,North Norfolk,,8337
E04006469,Sidestrand,,E07000147,North Norfolk,,8338
E04006470,Skeyton,,E07000147,North Norfolk,,8339
E04006471,Sloley,,E07000147,North Norfolk,,8340
E04006472,Smallburgh,,E07000147,North Norfolk,,8341
E04006473,Southrepps,,E07000147,North Norfolk,,8342
E04006474,Stalham,,E07000147,North Norfolk,,8343
E04006475,Stibbard,,E07000147,North Norfolk,,8344
E04006476,Stiffkey,,E07000147,North Norfolk,,8345
E04006477,Stody,,E07000147,North Norfolk,,8346
E04006478,Suffield,,E07000147,North Norfolk,,8347
E04006479,Sustead,,E07000147,North Norfolk,,8348
E04006480,Sutton,,E07000147,North Norfolk,,8349
E04006481,Swafield,,E07000147,North Norfolk,,8350
E04006531,Claxton,,E07000149,South Norfolk,,8351
E04006583,Pulham St. Mary,,E07000149,South Norfolk,,8352
E04007824,Nether Langwith,,E07000171,Bassetlaw,,8353
E04006532,Colney,,E07000149,South Norfolk,,8354
E04007882,Besthorpe,,E07000175,Newark and Sherwood,,8355
E04006584,Raveningham,,E07000149,South Norfolk,,8356
E04007825,Normanton on Trent,,E07000171,Bassetlaw,,8357
E04006534,Cringleford,,E07000149,South Norfolk,,8358
E04007883,Bilsthorpe,,E07000175,Newark and Sherwood,,8359
E04006585,Redenhall with Harleston,,E07000149,South Norfolk,,8360
E04007826,North Leverton with Habblesthorpe,,E07000171,Bassetlaw,,8361
E04006536,Deopham,,E07000149,South Norfolk,,8362
E04007884,Bleasby,,E07000175,Newark and Sherwood,,8363
E04006586,Rockland St. Mary,,E07000149,South Norfolk,,8364
E04007829,Ragnall,,E07000171,Bassetlaw,,8365
E04006537,Dickleburgh and Rushall,,E07000149,South Norfolk,,8366
E04007885,Blidworth,,E07000175,Newark and Sherwood,,8367
E04006587,Roydon,,E07000149,South Norfolk,,8368
E04007830,Rampton and Woodbeck,,E07000171,Bassetlaw,,8369
E04007886,Bulcote,,E07000175,Newark and Sherwood,,8370
E04006588,"Brandon Parva, Coston, Runhall and Welborne",,E07000149,South Norfolk,,8371
E04007831,Ranskill,,E07000171,Bassetlaw,,8372
E04007887,Carlton-on-Trent,,E07000175,Newark and Sherwood,,8373
E04006589,Saxlingham Nethergate,,E07000149,South Norfolk,,8374
E04007832,Rhodesia,,E07000171,Bassetlaw,,8375
E04007888,Caunton,,E07000175,Newark and Sherwood,,8376
E04006590,Scole,,E07000149,South Norfolk,,8377
E04007833,Saundby,,E07000171,Bassetlaw,,8378
E04007889,Caythorpe,,E07000175,Newark and Sherwood,,8379
E04006591,Seething,,E07000149,South Norfolk,,8380
E04007834,Scaftworth,,E07000171,Bassetlaw,,8381
E04007892,Collingham,,E07000175,Newark and Sherwood,,8382
E04007835,Scrooby,,E07000171,Bassetlaw,,8383
E04007893,Cotham,,E07000175,Newark and Sherwood,,8384
E04007836,Shireoaks,,E07000171,Bassetlaw,,8385
E04007894,Cromwell,,E07000175,Newark and Sherwood,,8386
E04007837,South Leverton,,E07000171,Bassetlaw,,8387
E04007895,Eakring,,E07000175,Newark and Sherwood,,8388
E04007839,Stokeham,,E07000171,Bassetlaw,,8389
E04007896,East Stoke,,E07000175,Newark and Sherwood,,8390
E04007840,Sturton le Steeple,,E07000171,Bassetlaw,,8391
E04007841,Styrrup with Oldcotes,,E07000171,Bassetlaw,,8392
E04007842,Sutton,,E07000171,Bassetlaw,,8393
E04007843,Torworth,,E07000171,Bassetlaw,,8394
E04007844,Treswell,,E07000171,Bassetlaw,,8395
E04007845,Tuxford,,E07000171,Bassetlaw,,8396
E04007846,Walkeringham,,E07000171,Bassetlaw,,8397
E04007847,Wallingwells,,E07000171,Bassetlaw,,8398
E04007897,Edingley,,E07000175,Newark and Sherwood,,8399
E04007898,Edwinstowe,,E07000175,Newark and Sherwood,,8400
E04007997,Saxondale,,E07000176,Rushcliffe,,8401
E04007998,Scarrington,,E07000176,Rushcliffe,,8402
E04007999,Screveton,,E07000176,Rushcliffe,,8403
E04008001,Shelton,,E07000176,Rushcliffe,,8404
E04008002,Sibthorpe,,E07000176,Rushcliffe,,8405
E04008003,Stanford on Soar,,E07000176,Rushcliffe,,8406
E04008004,Stanton on the Wolds,,E07000176,Rushcliffe,,8407
E04008005,Sutton Bonington,,E07000176,Rushcliffe,,8408
E04008006,Thoroton,,E07000176,Rushcliffe,,8409
E04008007,Thorpe in the Glebe,,E07000176,Rushcliffe,,8410
E04008008,Thrumpton,,E07000176,Rushcliffe,,8411
E04008009,Tithby,,E07000176,Rushcliffe,,8412
E04008010,Tollerton,,E07000176,Rushcliffe,,8413
E04008011,Upper Broughton,,E07000176,Rushcliffe,,8414
E04008012,West Leake,,E07000176,Rushcliffe,,8415
E04008013,Whatton-in-the-Vale,,E07000176,Rushcliffe,,8416
E04008014,Widmerpool,,E07000176,Rushcliffe,,8417
E04008015,Willoughby on the Wolds,,E07000176,Rushcliffe,,8418
E04008016,Wiverton Hall,,E07000176,Rushcliffe,,8419
E04008017,Wysall,,E07000176,Rushcliffe,,8420
E04012441,Newton,,E07000176,Rushcliffe,,8421
E04012442,Shelford,,E07000176,Rushcliffe,,8422
E04013290,Cropwell Butler,,E07000176,Rushcliffe,,8423
E04013291,Radcliffe on Trent,,E07000176,Rushcliffe,,8424
E04013292,Upper Saxondale,,E07000176,Rushcliffe,,8425
E04008018,Adderbury,,E07000177,Cherwell,,8426
E04008021,Arncott,,E07000177,Cherwell,,8427
E04008022,Barford St. John and St. Michael,,E07000177,Cherwell,,8428
E04008023,Begbroke,,E07000177,Cherwell,,8429
E04008026,Bletchingdon,,E07000177,Cherwell,,8430
E04008027,Bloxham,,E07000177,Cherwell,,8431
E04008029,Bourton,,E07000177,Cherwell,,8432
E04008030,Broughton,,E07000177,Cherwell,,8433
E04008033,Charlton-on-Otmoor,,E07000177,Cherwell,,8434
E04008035,Claydon with Clattercot,,E07000177,Cherwell,,8435
E04008036,Cottisford,,E07000177,Cherwell,,8436
E04008037,Cropredy,,E07000177,Cherwell,,8437
E04008038,Deddington,,E07000177,Cherwell,,8438
E04008040,Duns Tew,,E07000177,Cherwell,,8439
E04008041,Epwell,,E07000177,Cherwell,,8440
E04008042,Fencott and Murcott,,E07000177,Cherwell,,8441
E04008043,Finmere,,E07000177,Cherwell,,8442
E04008044,Fringford,,E07000177,Cherwell,,8443
E04008045,Fritwell,,E07000177,Cherwell,,8444
E04008046,Godington,,E07000177,Cherwell,,8445
E04008047,Gosford and Water Eaton,,E07000177,Cherwell,,8446
E04008048,Hampton Gay and Poyle,,E07000177,Cherwell,,8447
E04008050,Hardwick with Tusmore,,E07000177,Cherwell,,8448
E04008051,Hethe,,E07000177,Cherwell,,8449
E04008052,Hook Norton,,E07000177,Cherwell,,8450
E04012514,Sutton Courtenay,,E07000180,Vale of White Horse,,8451
E04012515,Watchfield,,E07000180,Vale of White Horse,,8452
E04012866,Abingdon on Thames,,E07000180,Vale of White Horse,,8453
E04012867,Great Coxwell,,E07000180,Vale of White Horse,,8454
E04012868,Great Faringdon,,E07000180,Vale of White Horse,,8455
E04012869,Grove,,E07000180,Vale of White Horse,,8456
E04008054,Hornton,,E07000177,Cherwell,,8457
E04008195,Bourton,,E07000180,Vale of White Horse,,8458
E04012870,Lockinge,,E07000180,Vale of White Horse,,8459
E04012871,Radley,,E07000180,Vale of White Horse,,8460
E04012872,St Helen Without,,E07000180,Vale of White Horse,,8461
E04012873,Sunningwell,,E07000180,Vale of White Horse,,8462
E04012874,Wantage,,E07000180,Vale of White Horse,,8463
E04013295,Kennington,,E07000180,Vale of White Horse,,8464
E04013296,South Hinksey,,E07000180,Vale of White Horse,,8465
E04013315,Harwell,,E07000180,Vale of White Horse,,8466
E04013316,Western Valley,,E07000180,Vale of White Horse,,8467
E04008256,Alvescot,,E07000181,West Oxfordshire,,8468
E04008257,Ascott-under-Wychwood,,E07000181,West Oxfordshire,,8469
E04008259,"Aston, Cote, Shifford and Chimney",,E07000181,West Oxfordshire,,8470
E04008260,Bampton,,E07000181,West Oxfordshire,,8471
E04008261,Black Bourton,,E07000181,West Oxfordshire,,8472
E04008262,Bladon,,E07000181,West Oxfordshire,,8473
E04008263,Blenheim,,E07000181,West Oxfordshire,,8474
E04008265,Broadwell,,E07000181,West Oxfordshire,,8475
E04008266,Bruern,,E07000181,West Oxfordshire,,8476
E04008269,Cassington,,E07000181,West Oxfordshire,,8477
E04008270,Chadlington,,E07000181,West Oxfordshire,,8478
E04008271,Charlbury,,E07000181,West Oxfordshire,,8479
E04008272,Chastleton,,E07000181,West Oxfordshire,,8480
E04008273,Chilson,,E07000181,West Oxfordshire,,8481
E04008274,Chipping Norton,,E07000181,West Oxfordshire,,8482
E04008275,Churchill,,E07000181,West Oxfordshire,,8483
E04008276,Clanfield,,E07000181,West Oxfordshire,,8484
E04008277,Combe,,E07000181,West Oxfordshire,,8485
E04008279,Cornwell,,E07000181,West Oxfordshire,,8486
E04008280,Crawley,,E07000181,West Oxfordshire,,8487
E04008281,Curbridge,,E07000181,West Oxfordshire,,8488
E04008282,Ducklington,,E07000181,West Oxfordshire,,8489
E04008283,Enstone,,E07000181,West Oxfordshire,,8490
E04008284,Eynsham,,E07000181,West Oxfordshire,,8491
E04008285,Fawler,,E07000181,West Oxfordshire,,8492
E04008286,Fifield,,E07000181,West Oxfordshire,,8493
E04008287,Filkins and Broughton Poggs,,E07000181,West Oxfordshire,,8494
E04008289,Freeland,,E07000181,West Oxfordshire,,8495
E04008290,Fulbrook,,E07000181,West Oxfordshire,,8496
E04008291,Glympton,,E07000181,West Oxfordshire,,8497
E04008292,Grafton and Radcot,,E07000181,West Oxfordshire,,8498
E04008293,Great Tew,,E07000181,West Oxfordshire,,8499
E04008294,Hailey,,E07000181,West Oxfordshire,,8500
E04008295,Hanborough,,E07000181,West Oxfordshire,,8501
E04008296,Hardwick-with-Yelford,,E07000181,West Oxfordshire,,8502
E04008165,Stanton St. John,,E07000179,South Oxfordshire,,8503
E04007952,Upton,,E07000175,Newark and Sherwood,,8504
E04008297,Heythrop,,E07000181,West Oxfordshire,,8505
E04013355,Drayton,,E07000177,Cherwell,,8506
E04007953,Walesby,,E07000175,Newark and Sherwood,,8507
E04013356,Hanwell,,E07000177,Cherwell,,8508
E04008298,Holwell,,E07000181,West Oxfordshire,,8509
E04008196,Buckland,,E07000180,Vale of White Horse,,8510
E04008055,Horton-cum-Studley,,E07000177,Cherwell,,8511
E04007954,Wellow,,E07000175,Newark and Sherwood,,8512
E04008166,Stoke Row,,E07000179,South Oxfordshire,,8513
E04013357,Horley,,E07000177,Cherwell,,8514
E04008299,Idbury,,E07000181,West Oxfordshire,,8515
E04008197,Buscot,,E07000180,Vale of White Horse,,8516
E04008056,Islip,,E07000177,Cherwell,,8517
E04007955,Weston,,E07000175,Newark and Sherwood,,8518
E04008167,Stoke Talmage,,E07000179,South Oxfordshire,,8519
E04013358,Wroxton,,E07000177,Cherwell,,8520
E04008300,Kelmscott,,E07000181,West Oxfordshire,,8521
E04008198,Charney Bassett,,E07000180,Vale of White Horse,,8522
E04008057,Kidlington,,E07000177,Cherwell,,8523
E04007956,Wigsley,,E07000175,Newark and Sherwood,,8524
E04008096,Blackbird Leys,,E07000178,Oxford,,8525
E04008168,Swyncombe,,E07000179,South Oxfordshire,,8526
E04008097,Littlemore,,E07000178,Oxford,,8527
E04008199,Childrey,,E07000180,Vale of White Horse,,8528
E04008169,Sydenham,,E07000179,South Oxfordshire,,8529
E04008098,Old Marston,,E07000178,Oxford,,8530
E04007957,Winkburn,,E07000175,Newark and Sherwood,,8531
E04008301,Kencot,,E07000181,West Oxfordshire,,8532
E04008058,Kirtlington,,E07000177,Cherwell,,8533
E04008200,Chilton,,E07000180,Vale of White Horse,,8534
E04007959,Fernwood,,E07000175,Newark and Sherwood,,8535
E04008060,Lower Heyford,,E07000177,Cherwell,,8536
E04008201,Coleshill,,E07000180,Vale of White Horse,,8537
E04008099,Risinghurst and Sandhills,,E07000178,Oxford,,8538
E04008302,Kiddington with Asterleigh,,E07000181,West Oxfordshire,,8539
E04012262,Clipstone,,E07000175,Newark and Sherwood,,8540
E04008170,Tetsworth,,E07000179,South Oxfordshire,,8541
E04008061,Merton,,E07000177,Cherwell,,8542
E04008202,Compton Beauchamp,,E07000180,Vale of White Horse,,8543
E04008100,Adwell,,E07000179,South Oxfordshire,,8544
E04008303,Kingham,,E07000181,West Oxfordshire,,8545
E04012263,Kings Clipstone,,E07000175,Newark and Sherwood,,8546
E04008171,Thame,,E07000179,South Oxfordshire,,8547
E04008062,Middle Aston,,E07000177,Cherwell,,8548
E04008204,Denchworth,,E07000180,Vale of White Horse,,8549
E04008101,Aston Rowant,,E07000179,South Oxfordshire,,8550
E04008304,Langford,,E07000181,West Oxfordshire,,8551
E04012613,Coddington,,E07000175,Newark and Sherwood,,8552
E04008173,Toot Baldon,,E07000179,South Oxfordshire,,8553
E04008063,Middleton Stoney,,E07000177,Cherwell,,8554
E04008205,Drayton,,E07000180,Vale of White Horse,,8555
E04008102,Aston Tirrold,,E07000179,South Oxfordshire,,8556
E04008305,Leafield,,E07000181,West Oxfordshire,,8557
E04012614,Farndon,,E07000175,Newark and Sherwood,,8558
E04008174,Towersey,,E07000179,South Oxfordshire,,8559
E04008064,Milcombe,,E07000177,Cherwell,,8560
E04008207,East Hanney,,E07000180,Vale of White Horse,,8561
E04008103,Aston Upthorpe,,E07000179,South Oxfordshire,,8562
E04008306,Lew,,E07000181,West Oxfordshire,,8563
E04012615,Hawton,,E07000175,Newark and Sherwood,,8564
E04008176,Warborough,,E07000179,South Oxfordshire,,8565
E04008065,Milton,,E07000177,Cherwell,,8566
E04008209,Eaton Hastings,,E07000180,Vale of White Horse,,8567
E04008104,Beckley and Stowood,,E07000179,South Oxfordshire,,8568
E04008307,Little Faringdon,,E07000181,West Oxfordshire,,8569
E04013147,Balderton,,E07000175,Newark and Sherwood,,8570
E04008180,Wheatfield,,E07000179,South Oxfordshire,,8571
E04008066,Mixbury,,E07000177,Cherwell,,8572
E04008210,Fernham,,E07000180,Vale of White Horse,,8573
E04008105,Benson,,E07000179,South Oxfordshire,,8574
E04008308,Little Tew,,E07000181,West Oxfordshire,,8575
E04013148,Newark,,E07000175,Newark and Sherwood,,8576
E04008182,Whitchurch-on-Thames,,E07000179,South Oxfordshire,,8577
E04008067,Mollington,,E07000177,Cherwell,,8578
E04008211,Frilford,,E07000180,Vale of White Horse,,8579
E04008106,Berinsfield,,E07000179,South Oxfordshire,,8580
E04008309,Lyneham,,E07000181,West Oxfordshire,,8581
E04013149,Winthorpe,,E07000175,Newark and Sherwood,,8582
E04008184,Woodeaton,,E07000179,South Oxfordshire,,8583
E04008068,Newton Purcell with Shelswell,,E07000177,Cherwell,,8584
E04008213,Garford,,E07000180,Vale of White Horse,,8585
E04008107,Berrick Salome,,E07000179,South Oxfordshire,,8586
E04008310,Milton-under-Wychwood,,E07000181,West Oxfordshire,,8587
E04007960,Aslockton,,E07000176,Rushcliffe,,8588
E04007961,Barton in Fabis,,E07000176,Rushcliffe,,8589
E04007962,Bingham,,E07000176,Rushcliffe,,8590
E04007963,Bradmore,,E07000176,Rushcliffe,,8591
E04007964,Bunny,,E07000176,Rushcliffe,,8592
E04007965,Car Colston,,E07000176,Rushcliffe,,8593
E04007966,Clipston,,E07000176,Rushcliffe,,8594
E04007967,Colston Bassett,,E07000176,Rushcliffe,,8595
E04007968,Costock,,E07000176,Rushcliffe,,8596
E04007969,Cotgrave,,E07000176,Rushcliffe,,8597
E04007970,Cropwell Bishop,,E07000176,Rushcliffe,,8598
E04007972,East Bridgford,,E07000176,Rushcliffe,,8599
E04007973,East Leake,,E07000176,Rushcliffe,,8600
E04007974,Elton-on-the-Hill,,E07000176,Rushcliffe,,8601
E04007975,Flawborough,,E07000176,Rushcliffe,,8602
E04007976,Flintham,,E07000176,Rushcliffe,,8603
E04007977,Gamston,,E07000176,Rushcliffe,,8604
E04007978,Gotham,,E07000176,Rushcliffe,,8605
E04007979,Granby,,E07000176,Rushcliffe,,8606
E04007980,Hawksworth,,E07000176,Rushcliffe,,8607
E04007981,Hickling,,E07000176,Rushcliffe,,8608
E04007982,Holme Pierrepont,,E07000176,Rushcliffe,,8609
E04007983,Keyworth,,E07000176,Rushcliffe,,8610
E04007984,Kingston on Soar,,E07000176,Rushcliffe,,8611
E04007985,Kinoulton,,E07000176,Rushcliffe,,8612
E04007986,Kneeton,,E07000176,Rushcliffe,,8613
E04007987,Langar cum Barnstone,,E07000176,Rushcliffe,,8614
E04007988,Normanton on Soar,,E07000176,Rushcliffe,,8615
E04007989,Normanton on the Wolds,,E07000176,Rushcliffe,,8616
E04007990,Orston,,E07000176,Rushcliffe,,8617
E04007991,Owthorpe,,E07000176,Rushcliffe,,8618
E04007992,Plumtree,,E07000176,Rushcliffe,,8619
E04007994,Ratcliffe on Soar,,E07000176,Rushcliffe,,8620
E04007995,Rempstone,,E07000176,Rushcliffe,,8621
E04007996,Ruddington,,E07000176,Rushcliffe,,8622
E04008069,Noke,,E07000177,Cherwell,,8623
E04008214,Goosey,,E07000180,Vale of White Horse,,8624
E04008109,Brightwell Baldwin,,E07000179,South Oxfordshire,,8625
E04008070,North Aston,,E07000177,Cherwell,,8626
E04008219,Hatford,,E07000180,Vale of White Horse,,8627
E04008312,North Leigh,,E07000181,West Oxfordshire,,8628
E04008111,Britwell Salome,,E07000179,South Oxfordshire,,8629
E04008071,North Newington,,E07000177,Cherwell,,8630
E04008220,Hinton Waldrist,,E07000180,Vale of White Horse,,8631
E04008313,Northmoor,,E07000181,West Oxfordshire,,8632
E04008185,Waterperry with Thomley,,E07000179,South Oxfordshire,,8633
E04008112,Chalgrove,,E07000179,South Oxfordshire,,8634
E04008072,Oddington,,E07000177,Cherwell,,8635
E04008223,Kingston Lisle,,E07000180,Vale of White Horse,,8636
E04008314,Over Norton,,E07000181,West Oxfordshire,,8637
E04008186,Binfield Heath,,E07000179,South Oxfordshire,,8638
E04008113,Checkendon,,E07000179,South Oxfordshire,,8639
E04008073,Piddington,,E07000177,Cherwell,,8640
E04008224,Letcombe Bassett,,E07000180,Vale of White Horse,,8641
E04008316,Rollright,,E07000181,West Oxfordshire,,8642
E04012473,Brightwell-cum-Sotwell,,E07000179,South Oxfordshire,,8643
E04008114,Chinnor,,E07000179,South Oxfordshire,,8644
E04008074,Prescote,,E07000177,Cherwell,,8645
E04008225,Letcombe Regis,,E07000180,Vale of White Horse,,8646
E04008317,Rousham,,E07000181,West Oxfordshire,,8647
E04012474,Cholsey,,E07000179,South Oxfordshire,,8648
E04008117,Crowell,,E07000179,South Oxfordshire,,8649
E04008075,Shenington with Alkerton,,E07000177,Cherwell,,8650
E04008226,Little Coxwell,,E07000180,Vale of White Horse,,8651
E04008318,Salford,,E07000181,West Oxfordshire,,8652
E04008319,Sandford St. Martin,,E07000181,West Oxfordshire,,8653
E04008320,Sarsden,,E07000181,West Oxfordshire,,8654
E04008322,Shipton-under-Wychwood,,E07000181,West Oxfordshire,,8655
E04008323,South Leigh and High Cogges,,E07000181,West Oxfordshire,,8656
E04008324,Spelsbury,,E07000181,West Oxfordshire,,8657
E04008325,Standlake,,E07000181,West Oxfordshire,,8658
E04008326,Stanton Harcourt,,E07000181,West Oxfordshire,,8659
E04008327,Steeple Barton,,E07000181,West Oxfordshire,,8660
E04008328,Stonesfield,,E07000181,West Oxfordshire,,8661
E04008329,Swerford,,E07000181,West Oxfordshire,,8662
E04008330,Swinbrook and Widford,,E07000181,West Oxfordshire,,8663
E04008331,Tackley,,E07000181,West Oxfordshire,,8664
E04008332,Taynton,,E07000181,West Oxfordshire,,8665
E04008333,Westcot Barton,,E07000181,West Oxfordshire,,8666
E04008334,Westwell,,E07000181,West Oxfordshire,,8667
E04008335,Witney,,E07000181,West Oxfordshire,,8668
E04008336,Woodstock,,E07000181,West Oxfordshire,,8669
E04008337,Wootton,,E07000181,West Oxfordshire,,8670
E04008338,Worton,,E07000181,West Oxfordshire,,8671
E04012208,Asthall,,E07000181,West Oxfordshire,,8672
E04012209,Brize Norton,,E07000181,West Oxfordshire,,8673
E04012210,Burford,,E07000181,West Oxfordshire,,8674
E04012211,Carterton,,E07000181,West Oxfordshire,,8675
E04012212,Cornbury and Wychwood,,E07000181,West Oxfordshire,,8676
E04012213,Finstock,,E07000181,West Oxfordshire,,8677
E04012214,Minster Lovell,,E07000181,West Oxfordshire,,8678
E04012215,Ramsden,,E07000181,West Oxfordshire,,8679
E04012216,Shilton,,E07000181,West Oxfordshire,,8680
E04008869,Brereton and Ravenhill,,E07000192,Cannock Chase,,8681
E04008870,Bridgtown,,E07000192,Cannock Chase,,8682
E04012475,Clifton Hampden,,E07000179,South Oxfordshire,,8683
E04008227,Littleworth,,E07000180,Vale of White Horse,,8684
E04008118,Crowmarsh,,E07000179,South Oxfordshire,,8685
E04012476,Culham,,E07000179,South Oxfordshire,,8686
E04008231,Lyford,,E07000180,Vale of White Horse,,8687
E04008119,Cuddesdon and Denton,,E07000179,South Oxfordshire,,8688
E04012477,Didcot,,E07000179,South Oxfordshire,,8689
E04008234,Botley and North Hinksey,,E07000180,Vale of White Horse,,8690
E04008121,Cuxham with Easington,,E07000179,South Oxfordshire,,8691
E04012478,East Hagbourne,,E07000179,South Oxfordshire,,8692
E04008076,Shipton-on-Cherwell and Thrupp,,E07000177,Cherwell,,8693
E04008235,Pusey,,E07000180,Vale of White Horse,,8694
E04008123,Dorchester,,E07000179,South Oxfordshire,,8695
E04012479,Eye and Dunsden,,E07000179,South Oxfordshire,,8696
E04008077,Shutford,,E07000177,Cherwell,,8697
E04008238,Shellingford,,E07000180,Vale of White Horse,,8698
E04008124,Drayton St. Leonard,,E07000179,South Oxfordshire,,8699
E04012480,Goring Heath,,E07000179,South Oxfordshire,,8700
E04008078,Sibford Ferris,,E07000177,Cherwell,,8701
E04008239,Shrivenham,,E07000180,Vale of White Horse,,8702
E04008126,Elsfield,,E07000179,South Oxfordshire,,8703
E04012481,Great Milton,,E07000179,South Oxfordshire,,8704
E04008079,Sibford Gower,,E07000177,Cherwell,,8705
E04008241,Sparsholt,,E07000180,Vale of White Horse,,8706
E04008127,Ewelme,,E07000179,South Oxfordshire,,8707
E04012484,Holton,,E07000179,South Oxfordshire,,8708
E04008081,Souldern,,E07000177,Cherwell,,8709
E04008242,Stanford in the Vale,,E07000180,Vale of White Horse,,8710
E04008129,Forest Hill with Shotover,,E07000179,South Oxfordshire,,8711
E04008082,South Newington,,E07000177,Cherwell,,8712
E04012485,Kidmore End,,E07000179,South Oxfordshire,,8713
E04008083,Steeple Aston,,E07000177,Cherwell,,8714
E04008243,Steventon,,E07000180,Vale of White Horse,,8715
E04008130,Garsington,,E07000179,South Oxfordshire,,8716
E04012486,Long Wittenham,,E07000179,South Oxfordshire,,8717
E04008084,Stoke Lyne,,E07000177,Cherwell,,8718
